TOTAL MSG COUNT,MSG 21 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum ,Time Stamp (seconds),GPS Week ,GPS Seconds ,GPS Sec. (Fraction) (seconds),Spare ,FOM ,TFOM ,Mode ,Latitude (deg),Longitude (deg),MSL Altitude (meters),Absolute Altitude (meters),Velocity N (meters/sec),   Velocity E (meters/sec),Velocity D (meters/sec),Acceleration N (meters/sec2),Acceleration E (meters/sec2),Acceleration D (meters/sec2),Roll (radians),Pitch (radians),Heading (radians),Roll Rate (radians/sec),Pitch Rate (radians/sec),Heading Rate (radians/sec),
2862,543,543,'0x81FF',21,84,'0xF31C',         54869.09888,1899,54869,       0.09899999993,0,1,2,5,         34.54970932,         -117.947937,          133.701416,         100.8567429,         99.69160461,           7.8525424,     -0.001573046437,      0.004277743399,     0.0007400576142,     -0.003762926208,0,0,0,0,0,0,
2868,544,544,'0x81FF',21,84,'0x9206',         54870.09888,1899,54870,       0.09899999993,0,1,2,5,         34.55060959,        -117.9478531,         133.7048035,          100.862793,         99.69360352,         7.851131916,       0.01457574777,     0.0009440428694,   -7.345561608e-005,       0.02068738081,0,0,0,0,0,0,
2873,545,545,'0x81FF',21,84,'0x5834',         54871.09888,1899,54871,       0.09899999993,0,1,2,5,         34.55150604,        -117.9477692,         133.6961517,         100.8568115,         99.69512939,         7.850369453,      0.006277400535,      0.001883674529,     0.0002861352114,     -0.009606410749,0,0,0,0,0,0,
2879,546,546,'0x81FF',21,84,'0x4ADC',         54872.09888,1899,54872,       0.09899999993,0,1,2,5,         34.55240631,        -117.9476776,         133.6957245,         100.8590469,         99.69032288,         7.853188515,      0.002154299291,     -0.005028536078,      0.004409460351,    -0.0006826656754,0,0,0,0,0,0,
2885,547,547,'0x81FF',21,84,'0x85A7',         54873.09888,1899,54873,       0.09899999993,0,1,2,5,         34.55330658,        -117.9475937,         133.7017365,         100.8677292,          99.6888504,         7.854725361,      0.006576302927,     -0.002438706579,      0.002321034204,      0.005099741742,0,0,0,0,0,0,
2890,548,548,'0x81FF',21,84,'0xCA9F',         54874.09888,1899,54874,       0.09899999993,0,1,2,5,         34.55420303,        -117.9475098,         133.6991119,          100.867775,         99.68955994,         7.854215145,      0.003950675949,      0.001171330921,     0.0009096821886,     -0.001638596179,0,0,0,0,0,0,
2896,549,549,'0x81FF',21,84,'0xEDF0',         54875.09888,1899,54875,       0.09899999993,0,1,2,5,          34.5551033,        -117.9474258,         133.6915894,          100.862915,         99.74706268,         7.804405689,       0.02241810039,       0.06330802292,       -0.0545249097,       0.02280830219,0,0,0,0,0,0,
2902,550,550,'0x81FF',21,84,'0xC588',         54876.09888,1899,54876,       0.09899999993,0,1,2,5,         34.55599976,        -117.9473419,         133.6734619,         100.8474503,         99.70652771,         7.840899467,       0.01439626142,      -0.05127675086,       0.04769331962,      -0.01042434759,0,0,0,0,0,0,
2907,551,551,'0x81FF',21,84,'0x7FB0',         54877.09888,1899,54877,       0.09899999993,0,1,2,5,         34.55690002,         -117.947258,         133.6733093,         100.8499603,          99.6552124,         7.878991604,    -0.0008507115999,      -0.05179782584,       0.03809372708,      -0.01302680001,0,0,0,0,0,0,
2913,552,552,'0x81FF',21,84,'0x3FAF',         54878.09888,1899,54878,       0.09899999993,0,1,2,5,         34.55779648,        -117.9471664,         133.6788635,         100.8581696,          99.6699295,         7.868851662,     -0.005239011254,       0.02253261767,      -0.01423860714,     0.0002518836991,0,0,0,0,0,0,
2919,553,553,'0x81FF',21,84,'0x2330',         54879.09888,1899,54879,       0.09899999993,0,1,2,5,         34.55869675,        -117.9470825,         133.6815491,         100.8635178,         99.70465088,         7.841459274,      0.008513929322,       0.03590035811,      -0.02894958481,         0.016873952,0,0,0,0,0,0,
2924,554,554,'0x81FF',21,84,'0x5BD5',         54880.09888,1899,54880,       0.09899999993,0,1,2,5,         34.55959702,        -117.9469986,         133.6669617,          100.851593,         99.71164703,         7.837715626,       0.01544758491,       0.00386205106,     0.0005333172157,      0.006967139896,0,0,0,0,0,0,
2930,555,555,'0x81FF',21,84,'0x3845',         54881.09888,1899,54881,       0.09899999993,0,1,2,5,         34.56049347,        -117.9469147,         133.6478119,         100.8350906,         99.69142151,         7.852341652,       0.01022965088,      -0.02095335722,       0.01672017761,     -0.006431956775,0,0,0,0,0,0,
2936,556,556,'0x81FF',21,84,'0x97B8',         54882.09888,1899,54882,       0.09899999993,0,1,2,5,         34.56139374,        -117.9468231,         133.6409607,         100.8308945,         99.67884827,         7.860635757,     -0.003975265194,       -0.0121585615,      0.007779059932,      -0.01485930476,0,0,0,0,0,0,
2941,557,557,'0x81FF',21,84,'0x8B35',         54883.09888,1899,54883,       0.09899999993,0,1,2,5,         34.56229019,        -117.9467392,         133.6440887,         100.8366776,         99.68560791,         7.853377819,      -0.00402533263,      0.008796259761,     -0.008688622154,      0.003786368296,0,0,0,0,0,0,
2947,558,558,'0x81FF',21,84,'0xDD17',         54884.09888,1899,54884,       0.09899999993,0,1,2,5,         34.56319046,        -117.9466553,         133.6400757,         100.8353271,         99.70002747,         7.849808216,       0.01624008641,       0.01514925156,      -0.00334334746,       0.02458037809,0,0,0,0,0,0,
2953,559,559,'0x81FF',21,84,'0xDF2D',         54885.09888,1899,54885,       0.09899999993,0,1,2,5,         34.56409073,        -117.9465714,         133.6283264,         100.8262177,         99.69708252,         7.848814487,        0.0110714864,     -0.005495802499,     0.0002381835802,     -0.006438898388,0,0,0,0,0,0,
2958,560,560,'0x81FF',21,84,'0x1ECA',         54886.09888,1899,54886,       0.09899999993,0,1,2,5,         34.56498718,        -117.9464874,          133.618866,         100.8194046,         99.68880463,         7.852373123,      0.009260511957,     -0.009624788538,        0.0046436009,     0.0004630204348,0,0,0,0,0,0,
2964,561,561,'0x81FF',21,84,'0x565A',         54887.09888,1899,54887,       0.09899999993,0,1,2,5,         34.56588745,        -117.9463959,         133.6105347,         100.8137207,         99.68605042,         7.852035522,      0.002584948204,     -0.002560209716,    -0.0003180581843,     -0.006108033005,0,0,0,0,0,0,
2970,562,562,'0x81FF',21,84,'0xBEC1',         54888.09888,1899,54888,       0.09899999993,0,1,2,5,         34.56678391,         -117.946312,         133.6014709,          100.807312,         99.69036102,         7.854265213,    -0.0005220214371,      0.005630502477,      0.002253818326,     -0.001495457487,0,0,0,0,0,0,
2975,563,563,'0x81FF',21,84,'0x5CD0',         54889.09888,1899,54889,       0.09899999993,0,1,2,5,         34.56768417,         -117.946228,         133.5942688,         100.8027573,          99.6954422,         7.853003025,      0.003173494246,      0.004943279549,     -0.001812292961,      0.005353366025,0,0,0,0,0,0,
2981,564,564,'0x81FF',21,84,'0xCC73',         54890.09888,1899,54890,       0.09899999993,0,1,2,5,         34.56858063,        -117.9461441,         133.5799713,         100.7910995,         99.69168091,         7.847699642,       0.01620894112,     -0.005271473434,     -0.005436331499,       0.01547023095,0,0,0,0,0,0,
2987,565,565,'0x81FF',21,84,'0xD24D',         54891.09888,1899,54891,       0.09899999993,0,1,2,5,          34.5694809,        -117.9460602,          133.557373,         100.7711487,         99.68817139,         7.852444172,      0.007128704339,     -0.003931459039,      0.005667548627,      -0.01115847751,0,0,0,0,0,0,
2992,566,566,'0x81FF',21,84,'0xB65B',         54892.09888,1899,54892,       0.09899999993,0,1,2,5,         34.57038116,        -117.9459686,         133.5499725,         100.7663803,         99.69062042,         7.852932453,      0.003741634311,       0.00266404869,     0.0006637917249,    -0.0004610058968,0,0,0,0,0,0,
2998,567,567,'0x81FF',21,84,'0x5C4D',         54893.09888,1899,54893,       0.09899999993,0,1,2,5,         34.57127762,        -117.9458847,         133.5403595,         100.7594147,         99.69022369,         7.850716591,      0.001374105108,    -0.0006354105426,     -0.001654045656,     0.0001163130873,0,0,0,0,0,0,
3004,568,568,'0x81FF',21,84,'0xFE20',         54894.09888,1899,54894,       0.09899999993,0,1,2,5,         34.57217789,        -117.9458008,         133.5387421,         100.7604294,          99.6927948,         7.852633476,      0.001120661851,      0.003014003159,      0.002621720312,     0.0004775939742,0,0,0,0,0,0,
3009,569,569,'0x81FF',21,84,'0x4C9C',         54895.09888,1899,54895,       0.09899999993,0,1,2,5,         34.57307434,        -117.9457169,         133.5257874,         100.7501221,          99.6942215,         7.851291656,      0.007877893746,      0.001533192466,     -0.001564840204,      0.008525452577,0,0,0,0,0,0,
3015,570,570,'0x81FF',21,84,'0xDA9E',         54896.09888,1899,54896,       0.09899999993,0,1,2,5,         34.57397461,        -117.9456329,         133.5087738,         100.7357407,          99.6920929,         7.849827766,       0.01465731673,     -0.002959481208,     -0.001261328813,      0.007365982048,0,0,0,0,0,0,
3021,571,571,'0x81FF',21,84,'0xD644',         54897.09888,1899,54897,       0.09899999993,0,1,2,5,         34.57487106,        -117.9455414,         133.4937744,          100.723381,         99.69049072,         7.855558395,      0.006276502274,      -0.00198887079,      0.006448339205,     -0.009478149936,0,0,0,0,0,0,
3026,572,572,'0x81FF',21,84,'0xE481',         54898.09888,1899,54898,       0.09899999993,0,1,2,5,         34.57577133,        -117.9454575,         133.4864197,         100.7186508,         99.68930817,          7.85050869,      0.006599592511,    -0.0007704532472,     -0.007412349805,      0.001270708512,0,0,0,0,0,0,
3032,573,573,'0x81FF',21,84,'0x3B12',         54899.09888,1899,54899,       0.09899999993,0,1,2,5,          34.5766716,        -117.9453735,         133.4783936,         100.7132568,         99.68995667,         7.848400116,    -0.0009281848907,      0.001155922422,     -0.001619070186,     -0.006158766802,0,0,0,0,0,0,
3038,574,574,'0x81FF',21,84,'0x1AA2',         54900.09888,1899,54900,       0.09899999993,0,1,2,5,         34.57756805,        -117.9452896,         133.4724121,         100.7099075,         99.69297791,         7.850723267,      0.007395783905,      0.003393323626,      0.002403096994,       0.01123745833,0,0,0,0,0,0,
3043,575,575,'0x81FF',21,84,'0xC777',         54901.09888,1899,54901,       0.09899999993,0,1,2,5,         34.57846832,        -117.9451981,         133.4634857,         100.7036133,         99.69475555,         7.854032516,      0.007208955474,      0.001577786752,        0.0052210344,     0.0008293252904,0,0,0,0,0,0,
3049,576,576,'0x81FF',21,84,'0x492',         54902.09888,1899,54902,       0.09899999993,0,1,2,5,         34.57936478,        -117.9451141,         133.4546356,         100.6973801,         99.69198608,         7.851999283,      0.005649705417,     -0.002725800034,     -0.002220092108,      0.000953815761,0,0,0,0,0,0,
3055,577,577,'0x81FF',21,84,'0xC019',         54903.09888,1899,54903,       0.09899999993,0,1,2,5,         34.58026505,        -117.9450302,         133.4529114,         100.6982803,         99.69017029,         7.853071213,      0.003079956397,     -0.003379246686,      0.001462025451,    -0.0007611600449,0,0,0,0,0,0,
3060,578,578,'0x81FF',21,84,'0xFD6D',         54904.09888,1899,54904,       0.09899999993,0,1,2,5,         34.58116531,        -117.9449463,         133.4559326,         100.7039337,         99.69015503,         7.852272511,       0.00157387252,     0.0001390234538,     -0.001049656421,    -0.0005971706705,0,0,0,0,0,0,
3066,579,579,'0x81FF',21,84,'0x39AC',         54905.09888,1899,54905,       0.09899999993,0,1,2,5,         34.58206177,        -117.9448624,         133.4452057,         100.6958237,          99.6905365,         7.849291801,       0.01330054831,     0.0003541027836,     -0.003073158907,       0.01480234601,0,0,0,0,0,0,
3072,580,580,'0x81FF',21,84,'0xF40',         54906.09888,1899,54906,       0.09899999993,0,1,2,5,         34.58296204,        -117.9447708,         133.4348907,         100.6881256,         99.69173431,         7.851425648,       0.01079923287,     0.0001655850938,      0.003875845112,       -0.0014113246,0,0,0,0,0,0,
3077,581,581,'0x81FF',21,84,'0xE1CD',         54907.09888,1899,54907,       0.09899999993,0,1,2,5,         34.58385849,        -117.9446869,          133.428772,         100.6846237,         99.69252777,         7.852998734,       0.00469256565,     -0.000735855836,     0.0007493178127,     -0.005738283973,0,0,0,0,0,0,
3083,582,582,'0x81FF',21,84,'0xD56A',         54908.09888,1899,54908,       0.09899999993,0,1,2,5,         34.58475876,         -117.944603,         133.4315491,         100.6900177,         99.68845367,            7.849298,      0.008878650144,     -0.004479530733,     -0.004133523908,      0.007614430506,0,0,0,0,0,0,
3089,583,583,'0x81FF',21,84,'0x6CF2',         54909.09888,1899,54909,       0.09899999993,0,1,2,5,         34.58565521,         -117.944519,         133.4243469,         100.6854401,         99.68963623,         7.851929188,       0.00650663022,      0.001267001615,      0.003311315086,     -0.002467383631,0,0,0,0,0,0,
3094,584,584,'0x81FF',21,84,'0xD89A',         54910.09888,1899,54910,       0.09899999993,0,1,2,5,         34.58655548,        -117.9444351,         133.4158936,         100.6795959,         99.69173431,         7.853313923,    -0.0003531424445,      0.001900075469,      0.002193635097,     -0.005463391542,0,0,0,0,0,0,
3100,585,585,'0x81FF',21,84,'0xFB2D',         54911.09888,1899,54911,       0.09899999993,0,1,2,5,         34.58745575,        -117.9443436,         133.4086456,         100.6749573,           99.695755,         7.849851131,      0.008943582885,      0.004734466318,     -0.004562952556,       0.01160855312,0,0,0,0,0,0,
3106,586,586,'0x81FF',21,84,'0x4C87',         54912.09888,1899,54912,       0.09899999993,0,1,2,5,          34.5883522,        -117.9442596,         133.3933105,         100.6622391,         99.69282532,         7.854347706,      0.008498013951,     -0.002587011084,      0.006179068238,     -0.000595714082,0,0,0,0,0,0,
3111,587,587,'0x81FF',21,84,'0x54BD',         54913.09888,1899,54913,       0.09899999993,0,1,2,5,         34.58925247,        -117.9441757,         133.3924255,         100.6639557,         99.68808746,         7.855074883,      0.007397580426,     -0.005555735901,      0.001444200519,      0.001167678391,0,0,0,0,0,0,
3117,588,588,'0x81FF',21,84,'0x8D7C',         54914.09888,1899,54914,       0.09899999993,0,1,2,5,         34.59014893,        -117.9440918,         133.3840637,         100.6581955,         99.69250488,         7.846946716,       0.00530957384,      0.005253285635,      -0.00854900945,     -0.001206110232,0,0,0,0,0,0,
3123,589,589,'0x81FF',21,84,'0x4804',         54915.09888,1899,54915,       0.09899999993,0,1,2,5,         34.59104919,        -117.9440002,         133.3883514,         100.6650925,         99.68797302,         7.851230621,     -0.003612595843,     -0.006382108666,      0.006530456711,       -0.0078710448,0,0,0,0,0,0,
3128,590,590,'0x81FF',21,84,'0x8277',         54916.09888,1899,54916,       0.09899999993,0,1,2,5,         34.59194565,        -117.9439163,         133.3789978,         100.6583405,         99.69123077,         7.852895737,       0.01014173497,      0.004481195472,      0.001656787237,       0.01707049087,0,0,0,0,0,0,
3134,591,591,'0x81FF',21,84,'0xE405',         54917.09888,1899,54917,       0.09899999993,0,1,2,5,         34.59284592,        -117.9438324,         133.3713379,         100.6532822,         99.69496155,         7.854685307,      0.007321036421,      0.002636907622,      0.002511047758,     -0.003322474658,0,0,0,0,0,0,
3140,592,592,'0x81FF',21,84,'0x8DD9',         54918.09888,1899,54918,       0.09899999993,0,1,2,5,         34.59374619,        -117.9437485,         133.3682098,         100.6527405,         99.68858337,          7.85106039,       0.00286659738,     -0.008005716838,     -0.003955972847,     -0.002101995982,0,0,0,0,0,0,
3145,593,593,'0x81FF',21,84,'0xEC2D',         54919.09888,1899,54919,       0.09899999993,0,1,2,5,         34.59464264,        -117.9436646,         133.3614807,          100.648613,         99.69058228,         7.849643707,       0.01347669214,      0.002265446354,     -0.001130850404,       0.01321674418,0,0,0,0,0,0,
3151,594,594,'0x81FF',21,84,'0x6CC3',         54920.09888,1899,54920,       0.09899999993,0,1,2,5,         34.59554291,         -117.943573,         133.3564911,         100.6462173,         99.69154358,         7.852954388,      0.008678877726,     0.0001113428516,      0.005018709693,     -0.003513009287,0,0,0,0,0,0,
3157,595,595,'0x81FF',21,84,'0xF4B6',         54921.09888,1899,54921,       0.09899999993,0,1,2,5,         34.59643936,        -117.9434891,         133.3560028,         100.6483307,         99.68919373,         7.850108147,      0.002719881712,     -0.002274201019,     -0.003294267925,     -0.004354382865,0,0,0,0,0,0,
3162,596,596,'0x81FF',21,84,'0xD650',         54922.09888,1899,54922,       0.09899999993,0,1,2,5,         34.59733963,        -117.9434052,         133.3553162,         100.6502304,         99.69527435,         7.856208801,      0.002617138904,      0.006578050554,      0.007490034215,      0.001485520159,0,0,0,0,0,0,
3168,597,597,'0x81FF',21,84,'0xC7A7',         54923.09888,1899,54923,       0.09899999993,0,1,2,5,          34.5982399,        -117.9433212,          133.355011,         100.6525116,         99.69374847,         7.852241039,        0.0112259984,      -0.00240368722,      -0.00440055225,       0.01249201503,0,0,0,0,0,0,
3174,598,598,'0x81FF',21,84,'0x9577',         54924.09888,1899,54924,       0.09899999993,0,1,2,5,         34.59913635,        -117.9432373,         133.3409729,         100.6410599,          99.6880188,         7.849422455,       0.01299616229,     -0.006645016838,     -0.001502516214,      0.002151242457,0,0,0,0,0,0,
3179,599,599,'0x81FF',21,84,'0x1F0D',         54925.09888,1899,54925,       0.09899999993,0,1,2,5,         34.60003662,        -117.9431458,         133.3410645,         100.6437378,          99.6891861,         7.851440907,     -0.003000948345,      0.001976235071,      0.002954926342,      -0.01544678211,0,0,0,0,0,0,
3185,600,600,'0x81FF',21,84,'0xB866',         54926.09888,1899,54926,       0.09899999993,0,1,2,5,         34.60093307,        -117.9430618,         133.3444519,         100.6497116,         99.69264984,         7.850845814,      0.005933368579,       0.00397728011,     2.88129304e-005,       0.01420944277,0,0,0,0,0,0,
3191,601,601,'0x81FF',21,84,'0x956B',         54927.09888,1899,54927,       0.09899999993,0,1,2,5,         34.60183334,        -117.9429779,          133.341095,         100.6489258,         99.69628906,         7.854775429,      0.006313471124,      0.002974045696,      0.004664444365,      0.001232640818,0,0,0,0,0,0,
3196,602,602,'0x81FF',21,84,'0x5321',         54928.09888,1899,54928,       0.09899999993,0,1,2,5,          34.6027298,         -117.942894,         133.3419952,         100.6524048,         99.69077301,         7.851918697,      0.008124030195,     -0.007123876363,     -0.003414431587,      0.003115403233,0,0,0,0,0,0,
3202,603,603,'0x81FF',21,84,'0x3C41',         54929.09888,1899,54929,       0.09899999993,0,1,2,5,         34.60363007,        -117.9428101,         133.3383484,         100.6513367,         99.68966675,         7.850422382,      0.009660231881,     -0.000241337475,     0.0002858525258,      0.003324443474,0,0,0,0,0,0,
3208,604,604,'0x81FF',21,84,'0xF96F',         54930.09888,1899,54930,       0.09899999993,0,1,2,5,         34.60453033,        -117.9427185,         133.3318176,          100.647377,         99.68717957,         7.851421356,     0.0005302922218,     -0.002756228205,      0.001364103751,      -0.00874692481,0,0,0,0,0,0,
3213,605,605,'0x81FF',21,84,'0x8A20',         54931.09888,1899,54931,       0.09899999993,0,1,2,5,         34.60542679,        -117.9426346,         133.3282166,          100.646347,         99.68798828,         7.848118782,     -0.002184383105,     0.0007546280394,     -0.004161316901,      0.000876987644,0,0,0,0,0,0,
3219,606,606,'0x81FF',21,84,'0xF452',         54932.09888,1899,54932,       0.09899999993,0,1,2,5,         34.60632706,        -117.9425507,         133.3188324,         100.6395416,         99.69036102,         7.845113277,      0.004929525778,     0.0008266760851,     -0.003566420171,      0.008263517171,0,0,0,0,0,0,
3225,607,607,'0x81FF',21,84,'0x2D36',         54933.09888,1899,54933,       0.09899999993,0,1,2,5,         34.60722351,        -117.9424667,         133.3048859,         100.6281509,         99.68964386,         7.845495701,      0.006598745007,      -0.00110715942,      0.002171411179,      0.003134867176,0,0,0,0,0,0,
3230,608,608,'0x81FF',21,84,'0xACA8',         54934.09888,1899,54934,       0.09899999993,0,1,2,5,         34.60812378,        -117.9423752,         133.2984161,         100.6242523,         99.68827057,          7.85311842,     -0.003085471224,     -0.002526146825,       0.00774545595,     -0.009505241178,0,0,0,0,0,0,
3236,609,609,'0x81FF',21,84,'0xE803',         54935.09888,1899,54935,       0.09899999993,0,1,2,5,         34.60902023,        -117.9422913,         133.3011169,         100.6295166,         99.68641663,         7.848216057,      -0.01352952234,     -0.002533807186,     -0.006845213473,     -0.008826824836,0,0,0,0,0,0,
3242,610,610,'0x81FF',21,84,'0x2F03',         54936.09888,1899,54936,       0.09899999993,0,1,2,5,          34.6099205,        -117.9422073,         133.3013153,         100.6322784,         99.68714905,         7.847289085,     -0.003345725359,    -0.0008614403196,    -0.0006916501443,        0.0108910678,0,0,0,0,0,0,
3247,611,611,'0x81FF',21,84,'0x6228',         54937.09888,1899,54937,       0.09899999993,0,1,2,5,         34.61082077,        -117.9421234,         133.2945557,         100.6280746,         99.69056702,         7.847725868,      0.006158395205,      0.002240244299,    -0.0006327778683,      0.008243978024,0,0,0,0,0,0,
3253,612,612,'0x81FF',21,84,'0xD247',         54938.09888,1899,54938,       0.09899999993,0,1,2,5,         34.61171722,        -117.9420395,         133.2717438,          100.607811,         99.68951416,         7.849008083,        0.0102936672,     -0.002313682344,     0.0009321387624,      0.004408181179,0,0,0,0,0,0,
3259,613,613,'0x81FF',21,84,'0xFB03',         54939.09888,1899,54939,       0.09899999993,0,1,2,5,         34.61261749,        -117.9419479,         133.2582855,         100.5969086,         99.68855286,         7.848381996,      0.002167229541,     -0.001991178375,    -0.0004732993257,     -0.008743222803,0,0,0,0,0,0,
3264,614,614,'0x81FF',21,84,'0x7B7',         54940.09888,1899,54940,       0.09899999993,0,1,2,5,         34.61351395,         -117.941864,         133.2586365,          100.599823,         99.68753815,         7.850605011,      -0.01957099326,     -0.002171328291,      0.002660898957,       -0.0214483384,0,0,0,0,0,0,
3270,615,615,'0x81FF',21,84,'0x39C6',         54941.09888,1899,54941,       0.09899999993,0,1,2,5,         34.61441422,        -117.9417801,         133.2604828,         100.6042175,         99.68654633,         7.847673416,      0.004693305586,      -0.00238883798,     -0.006198103074,       0.02851499431,0,0,0,0,0,0,
3276,616,616,'0x81FF',21,84,'0x6735',         54942.09888,1899,54942,       0.09899999993,0,1,2,5,         34.61531448,        -117.9416962,         133.2411194,         100.5874023,         99.68735504,         7.844121933,       0.01278997678,     0.0007754988037,     -0.002380238613,      0.008156304248,0,0,0,0,0,0,
3281,617,617,'0x81FF',21,84,'0x2A99',         54943.09888,1899,54943,       0.09899999993,0,1,2,5,         34.61621094,        -117.9416046,         133.2237396,         100.5725632,         99.68972015,         7.845540047,     0.0008315868909,     0.0008702345658,       0.00220625475,      -0.01342346799,0,0,0,0,0,0,
3287,618,618,'0x81FF',21,84,'0xBF71',         54944.09888,1899,54944,       0.09899999993,0,1,2,5,         34.61711121,        -117.9415207,         133.2122955,          100.563652,         99.69403076,         7.851897717,     -0.006983431987,      0.003038357943,      0.005734346341,     -0.008938130923,0,0,0,0,0,0,
3293,619,619,'0x81FF',21,84,'0xEF38',         54945.09888,1899,54945,       0.09899999993,0,1,2,5,         34.61800766,        -117.9414368,         133.2117004,         100.5656128,         99.68733978,         7.851010323,      0.005107533187,     -0.009040535428,     -0.002256885869,       0.01456873305,0,0,0,0,0,0,
3298,620,620,'0x81FF',21,84,'0x8B27',         54946.09888,1899,54946,       0.09899999993,0,1,2,5,         34.61890793,        -117.9413528,         133.1958618,         100.5523071,         99.68683624,         7.848141193,      0.004995200317,    -0.0001354486303,     -0.002988242079,     0.0002670658869,0,0,0,0,0,0,
3304,621,621,'0x81FF',21,84,'0x837B',         54947.09888,1899,54947,       0.09899999993,0,1,2,5,          34.6198082,        -117.9412689,         133.1841431,         100.5431213,         99.68498993,         7.844971657,     -0.004295550287,     -0.003609452629,     -0.002857353771,     -0.009099311195,0,0,0,0,0,0,
3310,622,622,'0x81FF',21,84,'0x70AA',         54948.09888,1899,54948,       0.09899999993,0,1,2,5,         34.62070465,        -117.9411774,         133.1820679,         100.5435715,          99.6917572,         7.847389698,     -0.001381763606,      0.007059891708,      0.001888344064,      0.003282370511,0,0,0,0,0,0,
3315,623,623,'0x81FF',21,84,'0x2B86',         54949.09888,1899,54949,       0.09899999993,0,1,2,5,         34.62160492,        -117.9410934,         133.1746063,         100.5386429,         99.69382477,         7.849805832,     -0.003390471451,     0.0005913447239,      0.002732666908,    -0.0007759691798,0,0,0,0,0,0,
3321,624,624,'0x81FF',21,84,'0x451',         54950.09888,1899,54950,       0.09899999993,0,1,2,5,         34.62250137,        -117.9410095,         133.1696625,         100.5362244,         99.68751526,         7.850065708,      0.006438876037,     -0.008376410231,     0.0003032296954,       0.01184703037,0,0,0,0,0,0,
3327,625,625,'0x81FF',21,84,'0xE298',         54951.09888,1899,54951,       0.09899999993,0,1,2,5,         34.62340164,        -117.9409256,         133.1661682,         100.5352554,         99.68385315,         7.849531651,      0.002086925553,     -0.004522915464,    -0.0006319418317,     -0.004143539816,0,0,0,0,0,0,
3332,626,626,'0x81FF',21,84,'0xD07E',         54952.09888,1899,54952,       0.09899999993,0,1,2,5,          34.6242981,        -117.9408417,         133.1506805,         100.5223007,         99.68913269,         7.848430634,     -0.006735750008,      0.006407502573,     -0.001071847277,     -0.008746745996,0,0,0,0,0,0,
3338,627,627,'0x81FF',21,84,'0x840C',         54953.09888,1899,54953,       0.09899999993,0,1,2,5,         34.62519836,        -117.9407501,         133.1402588,         100.5143967,         99.69100189,         7.844914913,      -0.00452840561,       0.00104003062,     -0.004394528456,      0.004475100897,0,0,0,0,0,0,
3344,628,628,'0x81FF',21,84,'0x9720',         54954.09888,1899,54954,       0.09899999993,0,1,2,5,         34.62609863,        -117.9406662,         133.1254272,         100.5020905,         99.69112396,         7.845005512,       0.01003149804,     -0.001971507911,    -0.0001215480588,       0.01487905998,0,0,0,0,0,0,
3349,629,629,'0x81FF',21,84,'0x2B69',         54955.09888,1899,54955,       0.09899999993,0,1,2,5,         34.62699509,        -117.9405823,         133.1033936,         100.4825745,         99.68242645,         7.847994328,     -0.005966930185,       -0.0102248108,      0.003014128888,      -0.01812594198,0,0,0,0,0,0,
3355,630,630,'0x81FF',21,84,'0x65D6',         54956.09888,1899,54956,       0.09899999993,0,1,2,5,         34.62789536,        -117.9404984,         133.1070251,         100.4887085,         99.68488312,         7.855059147,     -0.004748316016,      0.001090682345,         0.007491122,      0.003349569626,0,0,0,0,0,0,
3361,631,631,'0x81FF',21,84,'0x2E35',         54957.09888,1899,54957,       0.09899999993,0,1,2,5,         34.62879181,        -117.9404068,         133.0994873,         100.4836884,          99.6920929,         7.848398685,      0.004652955569,      0.007417473942,     -0.008535820059,       0.01034675911,0,0,0,0,0,0,
3366,632,632,'0x81FF',21,84,'0xA453',         54958.09888,1899,54958,       0.09899999993,0,1,2,5,         34.62969208,        -117.9403229,         133.0894928,         100.4761963,         99.69299316,         7.847854614,       0.01167366095,     -0.001717460458,     0.0002531879582,      0.007791313343,0,0,0,0,0,0,
3372,633,633,'0x81FF',21,84,'0x8BE',         54959.09888,1899,54959,       0.09899999993,0,1,2,5,         34.63059235,         -117.940239,         133.0679016,         100.4571228,         99.69064331,         7.847583771,      0.001874113223,      -0.00298047578,     0.0003758202074,     -0.009858891368,0,0,0,0,0,0,
3378,634,634,'0x81FF',21,84,'0xEE52',         54960.09888,1899,54960,       0.09899999993,0,1,2,5,          34.6314888,         -117.940155,         133.0659943,         100.4577103,         99.68546295,         7.848461151,      -0.01025814191,     -0.005965999793,      0.002974973759,     -0.008881545626,0,0,0,0,0,0,
3383,635,635,'0x81FF',21,84,'0xC166',         54961.09888,1899,54961,       0.09899999993,0,1,2,5,         34.63238907,        -117.9400711,         133.0736694,         100.4678802,         99.68428802,         7.847690582,     -0.008069745265,       -0.0017749283,   -9.132071864e-005,      0.005761669483,0,0,0,0,0,0,
3389,636,636,'0x81FF',21,84,'0x35F6',         54962.09888,1899,54962,       0.09899999993,0,1,2,5,         34.63328552,        -117.9399796,         133.0792389,         100.4759521,         99.68971252,         7.850323677,      0.008239935152,      0.004915772472,      0.001732238336,       0.01744218171,0,0,0,0,0,0,
3395,637,637,'0x81FF',21,84,'0xA992',         54963.09888,1899,54963,       0.09899999993,0,1,2,5,         34.63418579,        -117.9398956,         133.0566559,          100.455864,         99.69017029,         7.850480556,      0.009234795347,    -0.0006397316465,      0.000954244053,      0.001708346186,0,0,0,0,0,0,
