TOTAL MSG COUNT,MSG 23 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum ,Time Stamp (seconds),GPS Week ,GPS Seconds ,GPS Sec. (Fraction) (seconds),PLA Word #1 ,PLA Word #2  ,PLA Word #3  ,PLA Word #4  ,PLA Word #5  ,PLA Word #6  ,PLA Word #7  ,PLA Word #8  ,PLA Word #9  ,PLA Word #10  ,PLT Word #1 ,PLT Word #2  ,PLT Word #3  ,PLT Word #4  ,PLT Word #5  ,PLT Word #6  ,PLT Word #7  ,PLT Word #8  ,PLT Word #9  ,PLT Word #10  ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,Word Time Week ,Word Time ZCount ,Word Time Seconds ,Word Time Millisecond ,TX LVR E ,TX LVR N ,TX LVR U ,RX LVR E ,RX LVR N ,RX LVR U ,PLT Word Index ,PLA Word Index ,Frame Start ,PLT Offset Index ,PRN ,Type ,Waveform ,Attenuation (db),Frequency ,PLA Code Offset (ms),Delta_Corr #1 ,Delta_Corr #2  ,Delta_Corr #3  ,Delta_V_M0 #1 ,Delta_V_M0 #2  ,Delta_V_M0 #3  ,Delta_V_M1 #1 ,Delta_V_M1 #2  ,Delta_V_M1 #3  ,Delta_V_M2 #1 ,Delta_V_M2 #2  ,Delta_V_M2 #3  ,Delta_V_M3 #1 ,Delta_V_M3 #2  ,Delta_V_M3 #3  ,Delta_V_M4 #1 ,Delta_V_M4 #2  ,Delta_V_M4 #3  ,Lat Obs ,Lon Obs ,Alt Obs ,
917,147,147,'0x81FF',23,296,'0x70CC',                   0,1899,54525,        0.6009999998,578833711,999291376,16,0,0,0,0,0,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,0,0,0,1899,36348,54522,0,1899,36348,54522,600,1899,36348,54522,1200,1899,36349,54522,300,1899,36349,54522,900,1899,36350,54522,0,1899,36350,54522,600,1899,36350,54522,1200,1899,36351,54522,300,1899,36351,54522,900,0,0,0,0,0,0,6,6,54522,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
921,148,148,'0x81FF',23,296,'0x3D6D',                   0,1899,54526,        0.2009999999,578833711,999291376,16,0,0,0,0,0,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,0,0,1899,36348,54522,0,1899,36348,54522,600,1899,36348,54522,1200,1899,36349,54522,300,1899,36349,54522,900,1899,36350,54522,0,1899,36350,54522,600,1899,36350,54522,1200,1899,36351,54522,300,1899,36351,54522,900,0,0,0,0,0,0,7,7,54522,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
923,149,149,'0x81FF',23,296,'0xCA62',                   0,1899,54526,               0.801,578833711,999291376,16,0,0,0,0,0,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,1073741782,0,1899,36348,54522,0,1899,36348,54522,600,1899,36348,54522,1200,1899,36349,54522,300,1899,36349,54522,900,1899,36350,54522,0,1899,36350,54522,600,1899,36350,54522,1200,1899,36351,54522,300,1899,36351,54522,900,0,0,0,0,0,0,8,8,54522,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
927,150,150,'0x81FF',23,296,'0x9489',                   0,1899,54527,        0.4009999998,578833711,999291376,16,0,0,0,0,0,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,1073741782,32768176,1899,36348,54522,0,1899,36348,54522,600,1899,36348,54522,1200,1899,36349,54522,300,1899,36349,54522,900,1899,36350,54522,0,1899,36350,54522,600,1899,36350,54522,1200,1899,36351,54522,300,1899,36351,54522,900,0,0,0,0,0,0,9,9,54522,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
929,151,151,'0x81FF',23,296,'0x65E1',                   0,1899,54528,     0.0009999999311,578833711,0,0,0,0,0,0,0,0,0,578813983,0,0,0,0,0,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,0,0,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
934,152,152,'0x81FF',23,296,'0x4070',                   0,1899,54528,        0.6009999998,578833711,999283158,0,0,0,0,0,0,0,0,578813983,1024106445,0,0,0,0,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,1,1,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
938,153,153,'0x81FF',23,296,'0xDD20',                   0,1899,54529,        0.2009999999,578833711,999283158,57,0,0,0,0,0,0,0,578813983,1024106445,805306338,0,0,0,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,2,2,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
940,154,154,'0x81FF',23,296,'0x69EC',                   0,1899,54529,               0.801,578833711,999283158,57,1073741782,0,0,0,0,0,0,578813983,1024106445,805306338,41,0,0,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,3,3,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
944,155,155,'0x81FF',23,296,'0xF6B9',                   0,1899,54530,        0.4009999998,578833711,999283158,57,1073741782,41,0,0,0,0,0,578813983,1024106445,805306338,41,1073741782,0,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,4,4,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
946,156,156,'0x81FF',23,296,'0x8384',                   0,1899,54531,     0.0009999999311,578833711,999283158,57,1073741782,41,1073741782,0,0,0,0,578813983,1024106445,805306338,41,1073741782,41,0,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,5,5,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
951,157,157,'0x81FF',23,296,'0x1051',                   0,1899,54531,        0.6009999998,578833711,999283158,57,1073741782,41,1073741782,41,0,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,0,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,6,6,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
955,158,158,'0x81FF',23,296,'0x9D1D',                   0,1899,54532,        0.2009999999,578833711,999283158,57,1073741782,41,1073741782,41,1073741782,0,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,0,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,7,7,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
957,159,159,'0x81FF',23,296,'0x29E9',                   0,1899,54532,               0.801,578833711,999283158,57,1073741782,41,1073741782,41,1073741782,41,0,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,1073741782,0,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,8,8,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
961,160,160,'0x81FF',23,296,'0xB4F1',                   0,1899,54533,        0.4009999998,578833711,999283158,57,1073741782,41,1073741782,41,1073741782,41,1073741600,578813983,1024106445,805306338,41,1073741782,41,1073741782,41,1073741782,32768176,1899,36352,54528,0,1899,36352,54528,600,1899,36352,54528,1200,1899,36353,54528,300,1899,36353,54528,900,1899,36354,54528,0,1899,36354,54528,600,1899,36354,54528,1200,1899,36355,54528,300,1899,36355,54528,900,0,0,0,0,0,0,9,9,54528,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
963,161,161,'0x81FF',23,296,'0x6571',                   0,1899,54534,     0.0009999999311,578833711,0,0,0,0,0,0,0,0,0,578813983,0,0,0,0,0,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,0,0,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
968,162,162,'0x81FF',23,296,'0x7FAB',                   0,1899,54534,        0.6009999998,578833711,999275006,0,0,0,0,0,0,0,0,578813983,1024098298,0,0,0,0,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,1,1,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
972,163,163,'0x81FF',23,296,'0x3C1F',                   0,1899,54535,        0.2009999999,578833711,999275006,57,0,0,0,0,0,0,0,578813983,1024098298,268435485,0,0,0,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,2,2,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
974,164,164,'0x81FF',23,296,'0x893F',                   0,1899,54535,               0.801,578833711,999275006,57,1073741782,0,0,0,0,0,0,578813983,1024098298,268435485,1073741782,0,0,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,3,3,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
978,165,165,'0x81FF',23,296,'0x55B8',                   0,1899,54536,        0.4009999998,578833711,999275006,57,1073741782,41,0,0,0,0,0,578813983,1024098298,268435485,1073741782,41,0,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,4,4,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
980,166,166,'0x81FF',23,296,'0xA2D7',                   0,1899,54537,     0.0009999999311,578833711,999275006,57,1073741782,41,1073741782,0,0,0,0,578813983,1024098298,268435485,1073741782,41,1073741782,0,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,5,5,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
985,167,167,'0x81FF',23,296,'0x6F50',                   0,1899,54537,        0.6009999998,578833711,999275006,57,1073741782,41,1073741782,41,0,0,0,578813983,1024098298,268435485,1073741782,41,1073741782,41,0,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,6,6,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
989,168,168,'0x81FF',23,296,'0xBC70',                   0,1899,54538,        0.2009999999,578833711,999275006,57,1073741782,41,1073741782,41,1073741782,0,0,578813983,1024098298,268435485,1073741782,41,1073741782,41,1073741782,0,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,7,7,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
991,169,169,'0x81FF',23,296,'0x88E8',                   0,1899,54538,               0.801,578833711,999275006,57,1073741782,41,1073741782,41,1073741782,41,0,578813983,1024098298,268435485,1073741782,41,1073741782,41,1073741782,41,0,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,8,8,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
995,170,170,'0x81FF',23,296,'0xD96D',                   0,1899,54539,        0.4009999998,578833711,999275006,57,1073741782,41,1073741782,41,1073741782,41,1073741600,578813983,1024098298,268435485,1073741782,41,1073741782,41,1073741782,41,1040973596,1899,36356,54534,0,1899,36356,54534,600,1899,36356,54534,1200,1899,36357,54534,300,1899,36357,54534,900,1899,36358,54534,0,1899,36358,54534,600,1899,36358,54534,1200,1899,36359,54534,300,1899,36359,54534,900,0,0,0,0,0,0,9,9,54534,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
997,171,171,'0x81FF',23,296,'0x6501',                   0,1899,54540,     0.0009999999311,578833711,0,0,0,0,0,0,0,0,0,578813983,0,0,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,0,0,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1002,172,172,'0x81FF',23,296,'0xBF7F',                   0,1899,54540,        0.6009999998,578833711,999266776,0,0,0,0,0,0,0,0,578813983,1024090076,0,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,1,1,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1006,173,173,'0x81FF',23,296,'0x7C05',                   0,1899,54541,        0.2009999999,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,2,2,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1008,174,174,'0x81FF',23,296,'0x48CF',                   0,1899,54541,               0.801,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,3,3,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1012,175,175,'0x81FF',23,296,'0x159A',                   0,1899,54542,        0.4009999998,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,4,4,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1014,176,176,'0x81FF',23,296,'0xE263',                   0,1899,54543,     0.0009999999311,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,5,5,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1019,177,177,'0x81FF',23,296,'0xAF2E',                   0,1899,54543,        0.6009999998,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,6,6,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1023,178,178,'0x81FF',23,296,'0x7BF8',                   0,1899,54544,        0.2009999999,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,7,7,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
1025,179,179,'0x81FF',23,296,'0x48C2',                   0,1899,54544,               0.801,578833711,999266776,16,0,0,0,0,0,0,0,578813983,1024090076,268435508,0,0,0,0,0,0,0,1899,36360,54540,0,1899,36360,54540,600,1899,36360,54540,1200,1899,36361,54540,300,1899,36361,54540,900,1899,36362,54540,0,1899,36362,54540,600,1899,36362,54540,1200,1899,36363,54540,300,1899,36363,54540,900,0,0,0,0,0,0,8,8,54540,2,1,2,3,0,0,6,0,'NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
