TOTAL MSG COUNT,MSG 22 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum ,Time Stamp (seconds),GPS Week ,GPS Seconds ,GPS Sec. (Fraction) (seconds),Spare ,FOM ,TFOM ,Overall Mode ,RCVR Power Mode ,RCVR Mode ,SparePad ,CAGE Code (6 ascii characters),NAVIO Version ,Trk Version ,Mcp Version  ,Mcp Boot Version  ,SW Version ,HW Version ,Serial Number ,HW Version 2 ,Mcp CRC ,Mcp Boot CRC ,NAVIO CRC ,Checkword1 ,Trk CRC ,TMC Version ,NAVIO PLB Clock ,NAVIO CPU Clock ,NAVIO Thruput (percent),Trk PLB Clock ,Trk CPU Clock ,Trk Thruput (percent),Mcp PLB Clock ,Mcp CPU Clock ,Mcp Thruput (percent),Spare ,Fill Port ,SW Lock Status ,LADGSP Enabled ,LADGSP Applied ,WAGE Enabled ,WAGE Applied ,BFEA Enabled ,BFEA Applied ,EAS Enabled ,Total Loss Power ,Temperature ,Program ID :#1 ,Program ID :#2  ,Program ID :#3  ,Program ID :#4  ,Program ID :#5  ,Program ID :#6  ,Program ID :#7  ,Program ID :#8  ,Program ID :#9  ,Program ID :#10  ,Program ID :#11  ,Program ID :#12  ,Program ID :#13  ,Program ID :#14  ,Program ID :#15  ,Program ID :#16  ,Program ID :#17  ,Program ID :#18  ,Program ID :#19  ,Program ID :#20  ,Program ID :#21  ,Program ID :#22  ,Program ID :#23  ,Program ID :#24  ,MCP Exception Failure ,MCP CPU Failure ,MCP EDRAM Failure ,MCP CLB Failure ,MCP TSF Data Failure ,MCP DS 101/102 Failure ,MCP EEPROM Failure ,TRK Viterbi Failure ,TRK Exceptions Failure ,TRK CPU Failure ,TRK EDRAM Failure ,TRK AUX UART Failure ,TRK DNLD UART Failure ,TRK SP Failure ,TRK FAC Failure ,RFDC Failure ,TRK TLB Failure ,TMC Failure ,NAV Exceptions Failure ,NAV CPU Failure ,NAV FPU Failure ,NAV EDRAM Failure ,NAV Flash Failure ,NAV COM0 UART Failure ,NAV COM1 UART Failure ,NAV COM2 UART Failure ,NAV COM3 UART Failure ,NAV COM4 UART Failure ,Melody Logic Failure ,NAV TLB Failure ,MCP TLB Failure ,RCVR BIT Summary ,TXC Mode ,TXC Power Mode ,CAGE Code (6 ascii characters),TXC Version ,Spare Version ,GEN Version  ,GEN Boot Version  ,SW Version ,HW Version ,Serial Number ,Spare ,HW Version 2 ,TXC PLB Clock ,TXC CPU Clock ,TXC Thruput (percent),Spare PLB Clock ,Spare CPU Clock ,Spare Thruput (percent),GEN PLB Clock ,GEN CPU Clock ,GEN Thruput (percent),EAS Enabled ,Total Loss Power ,Spare ,Temperature ,GEN Exception Failure ,GEN CPU Failure ,GEN EDRAM Failure ,GEN CLB Failure ,GEN TSF Data Failure ,GEN DS 101/102 Failure ,MCP EEPROM Failure ,Spare ,TMC Failure ,TXC Exceptions Failure ,TXC CPU Failure ,TXC FPU Failure ,TXC EDRAM Failure ,TXC Flash Failure ,TXC COM0 UART Failure ,TXC COM1 UART Failure ,TXC COM2 UART Failure ,TXC COM3 UART Failure ,TXC COM4 UART Failure ,Melody Logic Failure ,TXC TLB Failure ,GEN TLB Failure ,TX BIT Summary ,Waveform ,PRN ,Type ,PLT Code Offset ,Frequency ,Attenuation ,
3118,590,590,'0x81FF',22,272,'0xD66',         54914.09888,1899,54914,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          22.8984375,4,5,         23.51953125,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3124,591,591,'0x81FF',22,272,'0x15C',         54915.09888,1899,54915,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,          23.5703125,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3129,592,592,'0x81FF',22,272,'0xF1C0',         54916.09888,1899,54916,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.47265625,3,3,            36.84375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3135,593,593,'0x81FF',22,272,'0xE15F',         54917.09888,1899,54917,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,         23.55078125,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3141,594,594,'0x81FF',22,272,'0xD135',         54918.09888,1899,54918,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,          23.4921875,3,3,            36.84375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3146,595,595,'0x81FF',22,272,'0xC1D5',         54919.09888,1899,54919,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.56640625,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3152,596,596,'0x81FF',22,272,'0xAD2B',         54920.09888,1899,54920,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          22.8984375,4,5,          23.5234375,3,3,            36.84375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3158,597,597,'0x81FF',22,272,'0xA156',         54921.09888,1899,54921,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,          23.5546875,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3163,598,598,'0x81FF',22,272,'0x91B2',         54922.09888,1899,54922,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.48828125,3,3,           36.859375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3169,599,599,'0x81FF',22,272,'0x815B',         54923.09888,1899,54923,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,         23.54296875,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3175,600,600,'0x81FF',22,272,'0x70DB',         54924.09888,1899,54924,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,          23.5234375,3,3,           37.140625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3180,601,601,'0x81FF',22,272,'0x616E',         54925.09888,1899,54925,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,                18.5,4,5,         23.54296875,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,         26.59765625,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3186,602,602,'0x81FF',22,272,'0x4B97',         54926.09888,1899,54926,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,                  24,4,5,           23.578125,3,3,           37.140625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,          26.3984375,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3192,603,603,'0x81FF',22,272,'0x4063',         54927.09888,1899,54927,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         19.59765625,4,5,         23.58203125,3,3,               36.75,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,             35.1875,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3197,604,604,'0x81FF',22,272,'0x312C',         54928.09888,1899,54928,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,                18.5,4,5,         23.52734375,3,3,           37.171875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,              35.125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3203,605,605,'0x81FF',22,272,'0x2157',         54929.09888,1899,54929,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,         23.53515625,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3209,606,606,'0x81FF',22,272,'0x10D3',         54930.09888,1899,54930,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,         23.52734375,3,3,           37.140625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3214,607,607,'0x81FF',22,272,'0x1EC',         54931.09888,1899,54931,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.296875,4,5,            23.53125,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3220,608,608,'0x81FF',22,272,'0xEE68',         54932.09888,1899,54932,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          21.3984375,4,5,         23.20703125,3,3,              37.375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3226,609,609,'0x81FF',22,272,'0xE405',         54933.09888,1899,54933,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         17.69921875,4,5,         22.48828125,3,3,           36.171875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3231,610,610,'0x81FF',22,272,'0xD472',         54934.09888,1899,54934,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           17.296875,4,5,          22.4765625,3,3,           36.171875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3237,611,611,'0x81FF',22,272,'0xC409',         54935.09888,1899,54935,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         17.69921875,4,5,         22.49609375,3,3,           36.140625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3243,612,612,'0x81FF',22,272,'0xB40A',         54936.09888,1899,54936,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         17.69921875,4,5,         22.44140625,3,3,             36.1875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3248,613,613,'0x81FF',22,272,'0xA476',         54937.09888,1899,54937,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           17.296875,4,5,         22.44921875,3,3,            36.15625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3254,614,614,'0x81FF',22,272,'0x9083',         54938.09888,1899,54938,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         21.19921875,4,5,          22.4921875,3,3,            36.15625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3260,615,615,'0x81FF',22,272,'0x83E0',         54939.09888,1899,54939,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           17.796875,4,5,         22.49609375,3,3,             36.1875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
3265,616,616,'0x81FF',22,272,'0x7466',         54940.09888,1899,54940,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           17.296875,4,5,           22.453125,3,3,            36.21875,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
