TOTAL MSG COUNT,MSG 22 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum ,Time Stamp (seconds),GPS Week ,GPS Seconds ,GPS Sec. (Fraction) (seconds),Spare ,FOM ,TFOM ,Overall Mode ,RCVR Power Mode ,RCVR Mode ,SparePad ,CAGE Code (6 ascii characters),NAVIO Version ,Trk Version ,Mcp Version  ,Mcp Boot Version  ,SW Version ,HW Version ,Serial Number ,HW Version 2 ,Mcp CRC ,Mcp Boot CRC ,NAVIO CRC ,Checkword1 ,Trk CRC ,TMC Version ,NAVIO PLB Clock ,NAVIO CPU Clock ,NAVIO Thruput (percent),Trk PLB Clock ,Trk CPU Clock ,Trk Thruput (percent),Mcp PLB Clock ,Mcp CPU Clock ,Mcp Thruput (percent),Spare ,Fill Port ,SW Lock Status ,LADGSP Enabled ,LADGSP Applied ,WAGE Enabled ,WAGE Applied ,BFEA Enabled ,BFEA Applied ,EAS Enabled ,Total Loss Power ,Temperature ,Program ID :#1 ,Program ID :#2  ,Program ID :#3  ,Program ID :#4  ,Program ID :#5  ,Program ID :#6  ,Program ID :#7  ,Program ID :#8  ,Program ID :#9  ,Program ID :#10  ,Program ID :#11  ,Program ID :#12  ,Program ID :#13  ,Program ID :#14  ,Program ID :#15  ,Program ID :#16  ,Program ID :#17  ,Program ID :#18  ,Program ID :#19  ,Program ID :#20  ,Program ID :#21  ,Program ID :#22  ,Program ID :#23  ,Program ID :#24  ,MCP Exception Failure ,MCP CPU Failure ,MCP EDRAM Failure ,MCP CLB Failure ,MCP TSF Data Failure ,MCP DS 101/102 Failure ,MCP EEPROM Failure ,TRK Viterbi Failure ,TRK Exceptions Failure ,TRK CPU Failure ,TRK EDRAM Failure ,TRK AUX UART Failure ,TRK DNLD UART Failure ,TRK SP Failure ,TRK FAC Failure ,RFDC Failure ,TRK TLB Failure ,TMC Failure ,NAV Exceptions Failure ,NAV CPU Failure ,NAV FPU Failure ,NAV EDRAM Failure ,NAV Flash Failure ,NAV COM0 UART Failure ,NAV COM1 UART Failure ,NAV COM2 UART Failure ,NAV COM3 UART Failure ,NAV COM4 UART Failure ,Melody Logic Failure ,NAV TLB Failure ,MCP TLB Failure ,RCVR BIT Summary ,TXC Mode ,TXC Power Mode ,CAGE Code (6 ascii characters),TXC Version ,Spare Version ,GEN Version  ,GEN Boot Version  ,SW Version ,HW Version ,Serial Number ,Spare ,HW Version 2 ,TXC PLB Clock ,TXC CPU Clock ,TXC Thruput (percent),Spare PLB Clock ,Spare CPU Clock ,Spare Thruput (percent),GEN PLB Clock ,GEN CPU Clock ,GEN Thruput (percent),EAS Enabled ,Total Loss Power ,Spare ,Temperature ,GEN Exception Failure ,GEN CPU Failure ,GEN EDRAM Failure ,GEN CLB Failure ,GEN TSF Data Failure ,GEN DS 101/102 Failure ,MCP EEPROM Failure ,Spare ,TMC Failure ,TXC Exceptions Failure ,TXC CPU Failure ,TXC FPU Failure ,TXC EDRAM Failure ,TXC Flash Failure ,TXC COM0 UART Failure ,TXC COM1 UART Failure ,TXC COM2 UART Failure ,TXC COM3 UART Failure ,TXC COM4 UART Failure ,Melody Logic Failure ,TXC TLB Failure ,GEN TLB Failure ,TX BIT Summary ,Waveform ,PRN ,Type ,PLT Code Offset ,Frequency ,Attenuation ,
1418,290,290,'0x81FF',22,272,'0xCE64',         54614.09888,1899,54614,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         23.09765625,4,5,            23.59375,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1424,291,291,'0x81FF',22,272,'0xC1A6',         54615.09888,1899,54615,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,         23.67578125,3,3,           37.578125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1429,292,292,'0x81FF',22,272,'0xB237',         54616.09888,1899,54616,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.296875,4,5,         23.62109375,3,3,           37.578125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1435,293,293,'0x81FF',22,272,'0xA19A',         54617.09888,1899,54617,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,         23.62890625,3,3,             37.5625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1441,294,294,'0x81FF',22,272,'0x91B4',         54618.09888,1899,54618,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,         23.61328125,3,3,           37.578125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1446,295,295,'0x81FF',22,272,'0x8327',         54619.09888,1899,54619,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.48046875,3,3,            36.65625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1452,296,296,'0x81FF',22,272,'0x6E6A',         54620.09888,1899,54620,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         23.09765625,4,5,         23.54296875,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1458,297,297,'0x81FF',22,272,'0x619E',         54621.09888,1899,54621,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,           23.671875,3,3,            37.59375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1463,298,298,'0x81FF',22,272,'0x5223',         54622.09888,1899,54622,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.296875,4,5,          23.6484375,3,3,           37.609375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1469,299,299,'0x81FF',22,272,'0x41A3',         54623.09888,1899,54623,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,           23.640625,3,3,            37.59375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1475,300,300,'0x81FF',22,272,'0x31A7',         54624.09888,1899,54624,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,          23.6015625,3,3,           37.609375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1480,301,301,'0x81FF',22,272,'0x22D2',         54625.09888,1899,54625,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.48046875,3,3,            36.65625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,         26.59765625,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1486,302,302,'0x81FF',22,272,'0xD0B',         54626.09888,1899,54626,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           24.296875,4,5,          23.5859375,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,          26.3984375,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1492,303,303,'0x81FF',22,272,'0x7F',         54627.09888,1899,54627,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,         19.69921875,4,5,         23.64453125,3,3,           37.703125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.203125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1497,304,304,'0x81FF',22,272,'0xF1F8',         54628.09888,1899,54628,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         23.62109375,3,3,              37.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,              35.125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1503,305,305,'0x81FF',22,272,'0xE19F',         54629.09888,1899,54629,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,         23.62890625,3,3,            37.59375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1509,306,306,'0x81FF',22,272,'0xD199',         54630.09888,1899,54630,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,          23.6328125,3,3,           37.609375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1514,307,307,'0x81FF',22,272,'0xC2FB',         54631.09888,1899,54631,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,                18.5,4,5,         23.51171875,3,3,           36.640625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1520,308,308,'0x81FF',22,272,'0xAE1D',         54632.09888,1899,54632,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           23.296875,4,5,            23.59375,3,3,              36.625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1526,309,309,'0x81FF',22,272,'0xA19E',         54633.09888,1899,54633,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,          23.6328125,3,3,           37.578125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1531,310,310,'0x81FF',22,272,'0x921C',         54634.09888,1899,54634,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.296875,4,5,         23.63671875,3,3,            37.59375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1537,311,311,'0x81FF',22,272,'0x81A3',         54635.09888,1899,54635,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,         23.62109375,3,3,             37.5625,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1543,312,312,'0x81FF',22,272,'0x6B95',         54636.09888,1899,54636,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,           18.796875,4,5,           27.953125,3,3,            39.28125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1548,313,313,'0x81FF',22,272,'0x4BA3',         54637.09888,1899,54637,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         34.21484375,3,3,           49.359375,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1554,314,314,'0x81FF',22,272,'0x37FF',         54638.09888,1899,54638,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          21.8984375,4,5,          34.3828125,3,3,           49.328125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1560,315,315,'0x81FF',22,272,'0x2A08',         54639.09888,1899,54639,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.8984375,4,5,           34.390625,3,3,            50.28125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,            35.09375,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
1565,316,316,'0x81FF',22,272,'0x1A95',         54640.09888,1899,54640,       0.09899999993,2,2,1,0,32,32,1282,'    ??','0x11025106','0x11023000','0x11023700','0x11030700','                ','              ?','        ',8224,'0xC2F2EFB6','0x0','0xC9705701','0x0','0x135B7183','0x0',173,11,          18.3984375,4,5,         34.34765625,3,3,            50.28125,0,0,0,0,1,0,1,1,0,0,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,'      ','0x11023A00','0x0','0x11022700','0x11030000','                ','                ','        ',0,2,173,11,           26.296875,0,0,                   0,3,3,           35.078125,0,0,1,0,1,0,0,0,1,1,0,'0x80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,258,
