TOTAL MSG COUNT,MSG 26 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Byte Count ,Checksum , Time Stamp (seconds), GPS Week , GPS Seconds (second), GPS Sec. (Fraction) (second), Delta_Vel_X (m/sec), Delta_Vel_Y (m/sec), Delta_Vel_Z (m/sec), Delta_Att_X (rad/sec), Delta_Att_Y (rad/sec), Delta_Att_Z (rad/sec), Lever_Arm_X (meter), Lever_Arm_Y (meter), Lever_Arm_Z (meter), Acc_Bias_X (ug), Acc_Bias_Y (ug), Acc_Bias_Z (ug), Gyro_Bias_X (deg/hr), Gyro_Bias_Y (deg/hr), Gyro_Bias_Z (deg/hr), Acc_Scale_Fac_X (ppm), Acc_Scale_Fac_Y (ppm), Acc_Scale_Fac_Z (ppm),Gyro_Scale_Fac_X (ppm),Gyro_Scale_Fac_Y (ppm),Gyro_Scale_Fac_Z (ppm),Mounting_Angle_X (degrees),Mounting_Angle_Y (degrees),Mounting_Angle_Z (degrees),Comp_delta_vel_X (m/s),Comp_delta_vel_Y (m/s),Comp_delta_vel_Z (m/s),Base_Accel_SF_X (ppm),Base_Accel_SF_Y (ppm),Base_Accel_SF_Z (ppm),Base_Gyro_SF_X (ppm),Base_Gyro_SF_Y (ppm),Base_Gyro_SF_Z (ppm),Align_Heading (degree),Align_Pitch (degree),Align_Roll (degree),ECEF POS_X (m),ECEF POS_Y (m),ECEF POS_Z (m),VEL_N (m/s),VEL_E (m/s),VEL_D (m/s),ACC_N (m/s^2),ACC_E (m/s^2),ACC_D (m/s^2),Heading (degree),Pitch (degree),Roll (degree),Heading Rate (degree),Pitch Rate (degree),Roll Rate (degree),Checksum Failure Count ,IMU Health ,Spare1 ,Comp delta Vector Valid ,IMU Health Out Latch ,Mounting Angle Valid ,IMU Valid ,Platform Valid ,IMU Make ,Platform ,Align Command ,Align Method ,Align Status ,Align Mode ,Attitude Data Avail ,Heading Data Avail ,Velocity Data Avail ,In Motion Valid ,Ready to Align ,Need To Align ,Spare ,Filter Hold Control ,Filter Sub Mode ,Filter Mode ,Lever Arm Enable ,INS State ,Tracker Aiding Enable ,Tracker Static Aiding ,Sim Perfect IMU ,ZUPT control ,Spare , MSec Fraction (second),TOA (millsecond),IMU System Time ,Comp_delta_att_X (rad/s),Comp_delta_att_Y (rad/s),Comp_delta_att_Z (rad/s),
1319,242,242,'0x81FF',26,312,'0x3254',         54596.09912,1899,54595,        0.6003309176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1324,243,243,'0x81FF',26,312,'0x64E1',         54597.09912,1899,54596,        0.6203309179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1330,244,244,'0x81FF',26,312,'0x976E',         54598.09912,1899,54597,        0.6403309184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1336,245,245,'0x81FF',26,312,'0xC9FB',         54599.09912,1899,54598,        0.6603309186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1341,246,246,'0x81FF',26,312,'0xFC87',         54600.09912,1899,54599,        0.6803309191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1347,247,247,'0x81FF',26,312,'0x2F15',         54601.09912,1899,54600,        0.7003309194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1353,248,248,'0x81FF',26,312,'0x61A1',         54602.09912,1899,54601,        0.7203309198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1358,249,249,'0x81FF',26,312,'0x9430',         54603.09912,1899,54602,        0.7403309196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1364,250,250,'0x81FF',26,312,'0xC6BC',         54604.09912,1899,54603,        0.7603309201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1370,251,251,'0x81FF',26,312,'0xF94A',         54605.09912,1899,54604,        0.7803309204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1375,252,252,'0x81FF',26,312,'0x2BD6',         54606.09912,1899,54605,        0.8003309208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1381,253,253,'0x81FF',26,312,'0x5E63',         54607.09912,1899,54606,        0.8203309211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1387,254,254,'0x81FF',26,312,'0x90F0',         54608.09912,1899,54607,        0.8403309213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1392,255,255,'0x81FF',26,312,'0xC37C',         54609.09912,1899,54608,        0.8603309218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1398,256,256,'0x81FF',26,312,'0xF609',         54610.09912,1899,54609,        0.8803309221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1404,257,257,'0x81FF',26,312,'0x2896',         54611.09912,1899,54610,        0.9003309223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1409,258,258,'0x81FF',26,312,'0x5B24',         54612.09912,1899,54611,        0.9203309226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1415,259,259,'0x81FF',26,312,'0x8DB0',         54613.09912,1899,54612,        0.9403309231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1421,260,260,'0x81FF',26,312,'0xC03D',         54614.09912,1899,54613,        0.9603309233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1426,261,261,'0x81FF',26,312,'0xF2CA',         54615.09912,1899,54614,        0.9803309238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1432,262,262,'0x81FF',26,312,'0x2557',         54616.09912,1899,54616,     0.0003309238236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1438,263,263,'0x81FF',26,312,'0x57E3',         54617.09912,1899,54617,       0.02033092431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1443,264,264,'0x81FF',26,312,'0x8A70',         54618.09912,1899,54618,       0.04033092456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1449,265,265,'0x81FF',26,312,'0xBCFE',         54619.09912,1899,54619,       0.06033092481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1455,266,266,'0x81FF',26,312,'0xEF8B',         54620.09912,1899,54620,       0.08033092506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1460,267,267,'0x81FF',26,312,'0xDF8B',         54621.09912,1899,54620,       0.08033092506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1466,268,268,'0x81FF',26,312,'0x1218',         54622.09912,1899,54621,        0.1003309253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1472,269,269,'0x81FF',26,312,'0x44A5',         54623.09912,1899,54622,        0.1203309256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1477,270,270,'0x81FF',26,312,'0x7733',         54624.09912,1899,54623,        0.1403309256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1483,271,271,'0x81FF',26,312,'0xA9C0',         54625.09912,1899,54624,        0.1603309258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1489,272,272,'0x81FF',26,312,'0xDC4D',         54626.09912,1899,54625,        0.1803309261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1494,273,273,'0x81FF',26,312,'0xEDB',         54627.09912,1899,54626,        0.2003309263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1500,274,274,'0x81FF',26,312,'0x4168',         54628.09912,1899,54627,        0.2203309266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1506,275,275,'0x81FF',26,312,'0x73F5',         54629.09912,1899,54628,        0.2403309268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1511,276,276,'0x81FF',26,312,'0xA682',         54630.09912,1899,54629,        0.2603309271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1517,277,277,'0x81FF',26,312,'0xD911',         54631.09912,1899,54630,        0.2803309271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1523,278,278,'0x81FF',26,312,'0xB9E',         54632.09912,1899,54631,        0.3003309274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1528,279,279,'0x81FF',26,312,'0x3E2B',         54633.09912,1899,54632,        0.3203309276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1534,280,280,'0x81FF',26,312,'0x70BA',         54634.09912,1899,54633,        0.3403309276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1540,281,281,'0x81FF',26,312,'0xA347',         54635.09912,1899,54634,        0.3603309279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1545,282,282,'0x81FF',26,312,'0xD5D5',         54636.09912,1899,54635,        0.3803309279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1551,283,283,'0x81FF',26,312,'0x863',         54637.09912,1899,54636,        0.4003309279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1557,284,284,'0x81FF',26,312,'0x3AF1',         54638.09912,1899,54637,        0.4203309282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1562,285,285,'0x81FF',26,312,'0x6D7E',         54639.09912,1899,54638,        0.4403309284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1568,286,286,'0x81FF',26,312,'0xA00B',         54640.09912,1899,54639,        0.4603309284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1574,287,287,'0x81FF',26,312,'0xD299',         54641.09912,1899,54640,        0.4803309287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1579,288,288,'0x81FF',26,312,'0x527',         54642.09912,1899,54641,        0.5003309287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
1585,289,289,'0x81FF',26,312,'0x37B5',         54643.09912,1899,54642,        0.5203309287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0.001862645033,      0.001862645033,      0.001862645033,    2.910383046e-005,    2.910383046e-005,    2.910383046e-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,1,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,                   0,0,0,0,0,0,
