TOTAL MSG COUNT,MSG 13826 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Channel Count (channel),reserved ,L1 RF Atten 1 (db),L1 RF Atten 2 (db),L1 RSS *#1 (dbm),L1 RSS *#2  (dbm),L1 RSS *#3  (dbm),L1 RSS *#4  (dbm),L1 RSS *#5  (dbm),L1 RSS *#6  (dbm),L1 RSS *#7  (dbm),L2 RF Atten 1 (db),L2 RF Atten 2 (db),L2 RSS *#1 (dbm),L2 RSS *#2  (dbm),L2 RSS *#3  (dbm),L2 RSS *#4  (dbm),L2 RSS *#5  (dbm),L2 RSS *#6  (dbm),L2 RSS *#7  (dbm),Checksum ,
30,1,1,'0x81FF','0x3602','0x0','0x8800','0xBFFF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
31,2,2,'0x81FF','0x3602','0x0','0x9200','0xB5FF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
989,231,231,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54685.1053309345,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x51BB',
994,232,232,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54686.1053309347,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x4FBB',
998,233,233,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54687.1053309347,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x4EBB',
1002,234,234,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54688.1053309347,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x4DBB',
1006,235,235,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54689.1053309347,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x4CBA',
1010,236,236,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54690.1053309347,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x4BBA',
1014,237,237,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54691.1053309350,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x49BC',
1019,238,238,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54692.1053309350,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x48BC',
1023,239,239,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54693.1053309352,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x46BD',
1027,240,240,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54694.1053309352,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x45BD',
1031,241,241,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54695.1053309352,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x44BD',
1035,242,242,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54696.1063309354,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x3530',
1039,243,243,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54697.1053309354,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x41BD',
1044,244,244,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54698.1053309354,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xABBC',
1048,245,245,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54699.1053309354,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x3FBB',
1052,246,246,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54700.1053309354,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x3EBB',
1056,247,247,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54701.1053309357,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-94,-94,-94,-94,-93,-94,'0x3CBD',
1060,248,248,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54702.1053309359,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x3ABD',
1064,249,249,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54703.1053309359,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x39BD',
1069,250,250,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54704.1053309361,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x37BC',
1073,251,251,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54705.1053309361,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x36BC',
1077,252,252,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54706.1053309361,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x35BC',
1081,253,253,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54707.1053309361,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x34BD',
1085,254,254,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54708.1053309361,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x33BD',
1089,255,255,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54709.1053309361,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9DBC',
1094,256,256,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54710.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x30BC',
1098,257,257,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54711.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x2FBD',
1102,258,258,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54712.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x2EBC',
1106,259,259,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54713.1053309364,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x2DBE',
1110,260,260,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54714.1053309364,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x2CBE',
1114,261,261,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54715.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x2BBB',
1119,262,262,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54716.1053309364,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x95BD',
1123,263,263,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54717.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x29BD',
1127,264,264,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54718.1053309364,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x28BC',
1131,265,265,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54719.1053309364,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x27BD',
1135,266,266,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54720.1063309365,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x182F',
1139,267,267,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54721.1053309366,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x8FBC',
1144,268,268,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54722.1053309366,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x23BA',
1148,269,269,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54723.1053309366,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x22BB',
1152,270,270,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54724.1053309366,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x21BB',
1156,271,271,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54725.1053309366,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x20BB',
1160,272,272,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54726.1053309366,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x1FBE',
1164,273,273,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54727.1053309366,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x1EBB',
1169,274,274,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54728.1053309368,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x1CBB',
1173,275,275,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54729.1053309368,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x1BBB',
1177,276,276,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54730.1053309371,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x19BB',
1181,277,277,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54731.1053309371,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x18BC',
1185,278,278,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54732.1053309371,7,0,0,0,-94,-95,-96,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x17BB',
1189,279,279,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54733.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x15BB',
1194,280,280,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54734.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x14BB',
1198,281,281,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54735.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x13BC',
1202,282,282,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54736.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x11BD',
1206,283,283,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54737.1053309373,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x11BC',
1210,284,284,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54738.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x10BD',
1214,285,285,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54739.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xEBB',
1219,286,286,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54740.1053309375,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xDBB',
1223,287,287,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54741.1053309375,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x77BC',
1227,288,288,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54742.1053309375,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x76BC',
1231,289,289,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54743.1053309375,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xABD',
1235,290,290,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54744.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0x9BC',
1239,291,291,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54745.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x8BB',
1244,292,292,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54746.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x8BB',
1248,293,293,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54747.1053309375,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x6BB',
1252,294,294,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54748.1053309373,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x6BC',
1256,295,295,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54749.1053309375,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-93,-94,'0x4BC',
1260,296,296,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54750.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x4BB',
1264,297,297,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54751.1053309373,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x3BD',
1269,298,298,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54752.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x1BC',
1273,299,299,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54753.1053309373,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x1BC',
1277,300,300,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54754.1053309373,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xBE',
1281,301,301,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54755.1053309375,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xFEBD',
1285,302,302,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54756.1053309375,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xFDBD',
1289,303,303,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54757.1053309375,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xFCBB',
1294,304,304,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54758.1053309375,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xFBBD',
1298,305,305,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54759.1053309378,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xF9BC',
1302,306,306,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54760.1053309380,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xF7BA',
1306,307,307,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54761.1053309382,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-93,'0xF5BB',
1310,308,308,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54762.1053309382,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xF4BC',
1314,309,309,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54763.1053309382,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xF3BB',
1319,310,310,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54764.1053309385,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xF1BC',
1323,311,311,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54765.1053309387,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xEFB9',
1327,312,312,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54766.1053309387,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xEEBB',
1331,313,313,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54767.1053309387,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xEDBB',
1335,314,314,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54768.1063309389,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xDE32',
1339,315,315,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54769.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xEABC',
1344,316,316,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54770.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xE9BC',
1348,317,317,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54771.1053309389,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xE8BA',
1352,318,318,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54772.1053309392,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xE6BE',
1356,319,319,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54773.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xE5BC',
1360,320,320,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54774.1053309389,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xE5BC',
1364,321,321,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54775.1053309389,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xE4BB',
1369,322,322,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54776.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xE3BD',
1373,323,323,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54777.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xE2BD',
1377,324,324,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54778.1053309389,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x4CBC',
1381,325,325,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54779.1053309387,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0xE1BD',
1385,326,326,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54780.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xDFBC',
1389,327,327,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54781.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xDEBD',
1394,328,328,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54782.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xDDBC',
1398,329,329,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54783.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xDBBE',
1402,330,330,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54784.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xDABD',
1406,331,331,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54785.1053309392,7,149,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x44BA',
1410,332,332,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54786.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xD9BA',
1414,333,333,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54787.1053309389,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xD8BA',
1419,334,334,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54788.1053309392,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xD6BB',
1423,335,335,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54789.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xD5BC',
1427,336,336,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54790.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0xD4BC',
1431,337,337,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54791.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-94,-94,-94,-94,-94,-94,'0xD3BD',
1435,338,338,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54792.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xD2BC',
1439,339,339,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54793.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xD1BA',
1444,340,340,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54794.1053309394,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xCFBB',
1448,341,341,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54795.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-94,-94,-94,-94,-94,-93,-94,'0xCFBD',
1452,342,342,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54796.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xCEBB',
1456,343,343,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54797.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0xCDBC',
1460,344,344,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54798.1053309394,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0xCBBC',
1464,345,345,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54799.1053309394,7,0,0,0,-95,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xCABD',
1469,346,346,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54800.1053309392,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xCABC',
1473,347,347,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54801.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC9BA',
1477,348,348,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54802.1053309392,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-93,-94,'0xC8BC',
1481,349,349,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54803.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0xC7BB',
1485,350,350,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54804.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC6BA',
1489,351,351,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54805.1053309392,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xC5BD',
1494,352,352,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54806.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xC4B9',
1498,353,353,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54807.1053309392,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC3BA',
1502,354,354,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54808.1053309394,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC1BB',
