TOTAL MSG COUNT,MSG 13826 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Channel Count (channel),reserved ,L1 RF Atten 1 (db),L1 RF Atten 2 (db),L1 RSS *#1 (dbm),L1 RSS *#2  (dbm),L1 RSS *#3  (dbm),L1 RSS *#4  (dbm),L1 RSS *#5  (dbm),L1 RSS *#6  (dbm),L1 RSS *#7  (dbm),L2 RF Atten 1 (db),L2 RF Atten 2 (db),L2 RSS *#1 (dbm),L2 RSS *#2  (dbm),L2 RSS *#3  (dbm),L2 RSS *#4  (dbm),L2 RSS *#5  (dbm),L2 RSS *#6  (dbm),L2 RSS *#7  (dbm),Checksum ,
30,1,1,'0x81FF','0x3602','0x0','0x8800','0xBFFF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
31,2,2,'0x81FF','0x3602','0x0','0x9200','0xB5FF','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
469,106,106,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54560.1053308989,7,94,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x9BB',
473,107,107,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54561.1053308998,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x62BD',
477,108,108,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54562.1053309003,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x5FBB',
481,109,109,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54563.1053309012,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x5ABB',
485,110,110,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54564.1053309019,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x56BA',
489,111,111,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54565.1053309026,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x52BA',
494,112,112,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54566.1053309033,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x4EBA',
498,113,113,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54567.1053309040,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x4ABB',
502,114,114,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54568.1053309047,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x46BC',
506,115,115,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54569.1053309054,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x42BB',
510,116,116,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54570.1053309061,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0x3EBC',
514,117,117,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54571.1053309066,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x3BBC',
519,118,118,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54572.1053309073,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x37BC',
523,119,119,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54573.1053309077,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x9FBC',
527,120,120,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54574.1053309084,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x9BBC',
531,121,121,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54575.1053309089,7,0,0,0,-95,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x2DBD',
535,122,122,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54576.1063309095,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xB130',
539,123,123,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54577.1053309101,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x26BA',
544,124,124,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54578.1053309105,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x23BA',
548,125,125,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54579.1053309110,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x20BC',
552,126,126,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54580.1053309115,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x1DBB',
556,127,127,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54581.1053309119,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x1ABC',
560,128,128,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54582.1053309124,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x17BA',
564,129,129,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54583.1053309129,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x7FBB',
569,130,130,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54584.1053309131,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x12BB',
573,131,131,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54585.1053309136,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-94,-94,-94,-94,-94,-94,'0xFBE',
577,132,132,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54586.1053309140,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-93,'0xCBB',
581,133,133,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54587.1053309145,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9BB',
585,134,134,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54588.1053309150,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x6BB',
589,135,135,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54589.1053309154,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x3BB',
594,136,136,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54590.1053309157,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x1BC',
598,137,137,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54591.1053309161,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xFEBC',
602,138,138,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54592.1053309166,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x66BD',
606,139,139,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54593.1053309168,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xF9BA',
610,140,140,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54594.1053309173,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xF6BC',
614,141,141,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54595.1053309178,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xF3BB',
619,142,142,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54596.1053309180,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xF1BB',
623,143,143,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54597.1053309182,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xEFBC',
627,144,144,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54598.1053309187,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xECBB',
631,145,145,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54599.1053309189,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xEABC',
635,146,146,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54600.1063309193,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x6F32',
639,147,147,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54601.1053309196,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xE5BD',
644,148,148,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54602.1053309196,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xE4BD',
648,149,149,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54603.1053309201,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x4CBC',
652,150,150,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54604.1053309205,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-94,-94,'0xDEBC',
656,151,151,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54605.1053309208,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xDCBC',
660,152,152,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54606.1053309210,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xDABC',
664,153,153,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54607.1053309215,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xD7BC',
669,154,154,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54608.1053309217,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xD5BC',
673,155,155,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54609.1053309222,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xD2BC',
677,156,156,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54610.1053309224,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xD0BC',
681,157,157,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54611.1053309226,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x39BD',
685,158,158,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54612.1053309231,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xCBBD',
689,159,159,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54613.1053309233,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC9BB',
694,160,160,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54614.1053309236,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC7BB',
698,161,161,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54615.1053309238,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xC5BD',
702,162,162,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54616.1053309240,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xC3BD',
706,163,163,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54617.1053309243,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xC1BC',
710,164,164,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54618.1053309245,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-94,-94,-94,-94,-94,-94,'0xBFBE',
714,165,165,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54619.1053309247,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xBDBD',
719,166,166,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54620.1053309252,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xBABA',
723,167,167,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54621.1053309252,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xB9BB',
727,168,168,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54622.1053309254,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xB7BD',
731,169,169,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54623.1053309257,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xB5BC',
735,170,170,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54624.1133309258,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xED6F',
739,171,171,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54625.1053309259,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xB2BC',
744,172,172,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54626.1053309264,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x1ABD',
748,173,173,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54627.1053309266,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0xADBB',
752,174,174,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54628.1053309268,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xABBC',
756,175,175,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54629.1053309271,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-93,-94,'0x14BB',
760,176,176,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54630.1053309271,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-93,-94,-93,-94,'0x13BB',
764,177,177,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54631.1053309273,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xA6BA',
769,178,178,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54632.1053309275,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xA4BC',
773,179,179,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54633.1053309278,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xA2BA',
777,180,180,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54634.1053309280,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0xA0BA',
781,181,181,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54635.1053309280,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x9FBB',
785,182,182,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54636.1053309280,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x9EBD',
789,183,183,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54637.1053309282,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x7BD',
794,184,184,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54638.1053309285,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x9ABA',
798,185,185,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54639.1053309285,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x99BA',
802,186,186,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54640.1053309287,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-93,-94,'0x97BC',
806,187,187,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54641.1053309287,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x96BD',
810,188,188,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54642.1053309289,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xFFBB',
814,189,189,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54643.1053309292,7,0,0,0,-94,-95,-96,-95,-95,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x92BA',
819,190,190,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54644.1053309294,7,0,0,0,-94,-95,-96,-95,-95,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x90BA',
823,191,191,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54645.1053309296,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x8EBC',
827,192,192,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54646.1053309299,7,0,0,0,-94,-96,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x8CBC',
831,193,193,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54647.1053309301,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x8ABB',
835,194,194,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54648.1063309305,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xF31',
839,195,195,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54649.1053309306,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x86BA',
844,196,196,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54650.1053309306,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x85BA',
848,197,197,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54651.1053309308,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0xEEBD',
852,198,198,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54652.1053309310,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x81BC',
856,199,199,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54653.1053309313,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x7FBB',
860,200,200,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54654.1053309313,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xE9BB',
864,201,201,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54655.1053309313,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x7DBD',
869,202,202,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54656.1053309317,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xE5BD',
873,203,203,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54657.1053309317,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x79BD',
877,204,204,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54658.1053309317,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x78BD',
881,205,205,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54659.1053309320,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x76BB',
885,206,206,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54660.1053309320,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x75BC',
889,207,207,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54661.1053309322,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-93,-94,'0x73BB',
894,208,208,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54662.1053309322,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x72BE',
898,209,209,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54663.1053309324,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x70BC',
902,210,210,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54664.1053309324,7,0,0,0,-94,-95,-95,-95,-96,-96,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x6FBC',
906,211,211,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54665.1053309327,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x6DBB',
910,212,212,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54666.1053309327,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x6CBC',
914,213,213,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54667.1053309327,7,149,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xD6BC',
919,214,214,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54668.1053309329,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x69BC',
923,215,215,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54669.1053309327,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x69BC',
927,216,216,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54670.1053309329,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x67BC',
931,217,217,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54671.1053309331,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x65BB',
935,218,218,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54672.1063309333,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0xEB30',
939,219,219,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54673.1053309334,7,0,0,0,-94,-95,-95,-95,-95,-95,-95,0,0,-94,-93,-94,-94,-94,-94,-94,'0x62BC',
944,220,220,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54674.1053309334,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-93,-94,'0x61BD',
948,221,221,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54675.1053309334,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x60BC',
952,222,222,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54676.1053309336,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0xC9BC',
956,223,223,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54677.1053309338,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x5CBC',
960,224,224,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54678.1053309338,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-93,-94,'0x5BBB',
964,225,225,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54679.1053309338,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0x5ABC',
969,226,226,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54680.1053309341,7,0,0,0,-94,-95,-95,-96,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x58BD',
973,227,227,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54681.1053309341,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x57BD',
977,228,228,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54682.1053309341,7,149,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-93,-94,-94,-94,'0xC1BB',
981,229,229,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54683.1053309343,7,0,0,0,-94,-95,-95,-95,-96,-95,-95,0,0,-93,-93,-94,-94,-94,-94,-94,'0x54BC',
985,230,230,'0x81FF','0x3602','0x17','0x8000','0xC7E8',    54684.1053309343,7,0,0,0,-94,-95,-96,-95,-96,-95,-95,0,0,-93,-94,-94,-94,-94,-94,-94,'0x53BE',
