TOTAL MSG COUNT,MSG 5040 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Position Format  ,Latitude (degrees),Spare ,Longitude (degrees),Spare ,Elevation ,Elevation Reference ,Elevation Units ,Datum Number ,Time Zone Index ,Hours (hr),Minutes (min),Seconds (sec),Day of Week ,Day of Month (days),Month ,Year (yr (last 2 digits- 00-99)),Velocity Valid ,Ground Speed Units ,Spare ,Ground Speed ,Track ,Track Units ,Spare ,Track North Reference ,Spare ,FOM ,Spare ,TFOM ,Spare ,EHE ,EHE Units ,Spare ,EPE ,EPE Units ,Spare ,Nav Converged ,Elevation Status ,Spare ,Current DOP ,DOP Type  ,Spare ,Software Version ,Hardware Version , Operating Mode , Spare ,Average Count , PRN Code Tracked #1  (0=sv id 32), Reserved #1  (set to 1), Encryption Type #1  , Tracking State #1  , Code Type #1  , Reserved2 #1  (set to 0), Reserved3 #1  (set to 0), Chan #1 Status A/B Valid , J/S #1  (db), C/No #1  (db-hz), PRN Code Tracked #2  (0=sv id 32), Reserved #2  (set to 1), Encryption Type #2  , Tracking State #2  , Code Type #2  , Reserved2 #2  (set to 0), Reserved3 #2  (set to 0), Chan #2 Status A/B Valid , J/S #2  (db), C/No #2  (db-hz), PRN Code Tracked #3  (0=sv id 32), Reserved #3  (set to 1), Encryption Type #3  , Tracking State #3  , Code Type #3  , Reserved2 #3  (set to 0), Reserved3 #3  (set to 0), Chan #3 Status A/B Valid , J/S #3  (db), C/No #3  (db-hz), PRN Code Tracked #4  (0=sv id 32), Reserved #4  (set to 1), Encryption Type #4  , Tracking State #4  , Code Type #4  , Reserved2 #4  (set to 0), Reserved3 #4  (set to 0), Chan #4 Status A/B Valid , J/S #4  (db), C/No #4  (db-hz), PRN Code Tracked #5  (0=sv id 32), Reserved #5  (set to 1), Encryption Type #5  , Tracking State #5  , Code Type #5  , Reserved2 #5  (set to 0), Reserved3 #5  (set to 0), Chan #5 Status A/B Valid , J/S #5  (db), C/No #5  (db-hz),Antenna Source ,Spare ,Prime Power Source  ,Spare ,Prime Power Battery Type , Spare ,Reserved *#1 ,Reserved *#2  ,Reserved *#3  ,Reserved *#4  ,Position Alert ,Corridor Alert ,Buffer Zone Alert ,Number of Visible SVs ,Number of Healthy SVs ,Almanac Age (days),Mask Angle (deg),Days with Keys (days- note 13),(FOUO) Mission Duration  (days),(FOUO) Crypto Message  , Spare ,North Ref Correction ,North Ref Correction Units ,Spare ,Lock Out Status , Spare , LADGPS Status  , Spare ,EVE ,EVE Units , Spare ,Datum Code (6 ascii characters),Checksum ,
2812,670,670,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55123.0003309411,1,        0.0000000000,21792,-801193984.0576171900,0,      132.5477294922,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0123901367,      351.6726379395,1,0,1,0,1,0,2,0,        0.9421609640,0,0,        1.5329071283,0,0,1,0,0,        2.3056697845,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8322639465,1,0,0,0,0,0,        1.2091886997,0,0,'WGD   ','0x57CA',
2817,671,671,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55124.0003309408,1,        0.0000000000,21792,-411050180637.5000000000,0,      132.5422210693,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0036621094,      351.6690673828,1,0,1,0,1,0,2,0,        0.9421620965,0,0,        1.5329371691,0,0,1,0,0,        2.3056795597,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8324403763,1,0,0,0,0,0,        1.2092257738,0,0,'WGD   ','0x2F5E',
2821,672,672,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55125.0003309411,1,        0.0000000000,21792,-105441447124352.0000000000,0,      132.5306549072,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9839477539,      351.6650085449,1,0,1,0,1,0,2,0,        0.9421629906,0,0,        1.5329667330,0,0,1,0,0,        2.3056893349,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8326168060,1,0,0,0,0,0,        1.2092626095,0,0,'WGD   ','0xDF5',
2825,673,673,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55126.0003309413,1,        0.0000000000,21792,-54095972090445824.0000000000,0,      132.5190887451,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9887084961,      351.6694946289,1,0,1,0,1,0,2,0,        0.9421569109,0,0,        1.5329903364,0,0,1,0,0,        2.3056988716,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8327941895,1,0,0,0,0,0,        1.2092971802,0,0,'WGD   ','0x6D87',
2829,674,674,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55127.0003309413,1,        0.0000000000,21792,-27752869755696972000.0000000000,0,      132.5174102783,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9853210449,      351.6715087891,1,0,1,0,1,0,2,0,        0.9421553016,0,0,        1.5330168009,0,0,1,0,0,        2.3057081699,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8329706192,1,0,0,0,0,0,        1.2093318701,0,0,'WGD   ','0x401A',
2833,675,675,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55128.0003309411,1,        0.0000000000,21792,-14238292352532021000000.0000000000,0,      132.4993591309,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9940795898,      351.6703796387,1,0,1,0,1,0,2,0,        0.9421495199,0,0,        1.5330401659,0,0,1,0,0,        2.3057174683,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8331470490,1,0,0,0,0,0,        1.2093662024,0,0,'WGD   ','0x83AF',
2837,676,676,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55129.0003309413,1,        0.0000000000,21792,-3652381539877681100000000.0000000000,0,      132.4888916016,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9969177246,      351.6658630371,1,0,1,0,1,0,2,0,        0.9421481490,0,0,        1.5330663919,0,0,1,0,0,        2.3057267666,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8333244324,1,0,0,0,0,0,        1.2094005346,0,0,'WGD   ','0x9E41',
2842,677,677,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55130.0003309413,1,        0.0000000000,21792,-1873759462671805500000000000.0000000000,0,      132.4783020020,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9833068848,      351.6649475098,1,0,1,0,1,0,2,0,        0.9421494007,0,0,        1.5330955982,0,0,1,0,0,        2.3057358265,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8335008621,1,0,0,0,0,0,        1.2094365358,0,0,'WGD   ','0x1BD7',
2846,678,678,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55131.0003309413,1,        0.0000000000,21792,-961299126199347820000000000000.0000000000,0,      132.4590759277,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9879455566,      351.6694641113,1,0,1,0,1,0,2,0,        0.9421476722,0,0,        1.5331213474,0,0,1,0,0,        2.3057448864,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8336772919,1,0,0,0,0,0,        1.2094705105,0,0,'WGD   ','0x1F6C',
2850,679,679,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55132.0003309411,1,        0.0000000000,21792,-493165601125180110000000000000000.0000000000,0,      132.4558410645,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9946289063,      351.6698913574,1,0,1,0,1,0,2,0,        0.9421418905,0,0,        1.5331443548,0,0,1,0,0,        2.3057539463,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8338546753,1,0,0,0,0,0,        1.2095042467,0,0,'WGD   ','0xAFFC',
2854,680,680,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55133.0003309411,1,        0.0000000000,21792,-126503924008091750000000000000000000.0000000000,0,      132.4482269287,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0016784668,      351.6662597656,1,0,1,0,1,0,2,0,        0.9421432018,0,0,        1.5331733227,0,0,1,0,0,        2.3057627678,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8340311050,1,0,0,0,0,0,        1.2095397711,0,0,'WGD   ','0x1F8E',
2858,681,681,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55134.0003309411,1,        0.0000000000,21792,-64898518439391714000000000000000000000.0000000000,0,      132.4391784668,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9989929199,      351.6651611328,1,0,1,0,1,0,2,0,        0.9421442747,0,0,        1.5332019329,0,0,1,0,0,        2.3057713509,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8342084885,1,0,0,0,0,0,        1.2095751762,0,0,'WGD   ','0xE724',
2862,682,682,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55135.0003309411,1,        0.0000000000,21792,       -0.0000000000,0,      132.4301605225,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9819641113,      351.6681518555,1,0,1,0,1,0,2,0,        0.9421423674,0,0,        1.5332270861,0,0,1,0,0,        2.3057799339,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8343849182,1,0,0,0,0,0,        1.2096086740,0,0,'WGD   ','0x52B8',
2867,683,683,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55136.0003309411,1,        0.0000000000,21792,       -0.0000000000,0,      132.4190673828,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9869079590,      351.6699218750,1,0,1,0,1,0,2,0,        0.9421405196,0,0,        1.5332523584,0,0,1,0,0,        2.3057885170,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8345613480,1,0,0,0,0,0,        1.2096420527,0,0,'WGD   ','0xA649',
2871,684,684,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55137.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.4007110596,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0000915527,      351.6668395996,1,0,1,0,1,0,2,0,        0.9421386123,0,0,        1.5332773924,0,0,1,0,0,        2.3057968616,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8347387314,1,0,0,0,0,0,        1.2096753120,0,0,'WGD   ','0x61DF',
2875,685,685,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55138.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.3965301514,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9936218262,      351.6645202637,1,0,1,0,1,0,2,0,        0.9421367049,0,0,        1.5333023071,0,0,1,0,0,        2.3058052063,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,32,37,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8349151611,1,0,0,0,0,0,        1.2097084522,0,0,'WGD   ','0xF452',
2879,686,686,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55139.0003309411,1,        0.0000000000,21792,       -0.0000000000,0,      132.3906097412,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9874877930,      351.6654052734,1,0,1,0,1,0,2,0,        0.9421375394,0,0,        1.5333304405,0,0,1,0,0,        2.3058135509,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,32,38,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8350915909,1,0,0,0,0,0,        1.2097433805,0,0,'WGD   ','0x26E6',
2883,687,687,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55140.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.3809051514,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9907226563,      351.6678771973,1,0,1,0,1,0,2,0,        0.9421353340,0,0,        1.5333549976,0,0,1,0,0,        2.3058216572,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8352689743,1,0,0,0,0,0,        1.2097761631,0,0,'WGD   ','0x4E99',
2887,688,688,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55141.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.3838043213,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9928283691,      351.6674804688,1,0,1,0,1,0,2,0,        0.9421332479,0,0,        1.5333795547,0,0,1,0,0,        2.3058295250,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8354454041,1,0,0,0,0,0,        1.2098089457,0,0,'WGD   ','0xBB27',
2892,689,689,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55142.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.3859710693,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9808044434,      351.6659545898,1,0,1,0,1,0,2,0,        0.9421311617,0,0,        1.5334041119,0,0,1,0,0,        2.3058373928,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8356218338,1,0,0,0,0,0,        1.2098417282,0,0,'WGD   ','0x53BB',
2896,690,690,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55143.0003309413,1,        0.0000000000,21792,       -0.0000000000,0,      132.3744049072,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9948730469,      351.6654052734,1,0,1,0,1,0,2,0,        0.9421290159,0,0,        1.5334285498,0,0,1,0,0,        2.3058452606,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8357992172,1,0,0,0,0,0,        1.2098743916,0,0,'WGD   ','0xF34C',
2900,691,691,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55144.0003309411,1,        0.0000000000,21792,       -0.0000000000,0,      132.3713836670,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9986572266,      351.6630249023,1,0,1,0,1,0,2,0,        0.9421311617,0,0,        1.5334597826,0,0,1,0,0,        2.3058528900,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,32,37,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,39,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8359756470,1,0,0,0,0,0,        1.2099124193,0,0,'WGD   ','0x4FBD',
2904,692,692,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55145.0003309411,1,        0.0000000000,21792,       -0.0000000001,0,      132.3630371094,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9977111816,      351.6645507813,1,0,1,0,1,0,2,0,        0.9421286583,0,0,        1.5334837437,0,0,1,0,0,        2.3058605194,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8361520767,1,0,0,0,0,0,        1.2099446058,0,0,'WGD   ','0xD170',
2908,693,693,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55146.0003309411,1,        0.0000000000,21792,       -0.0000000233,0,      132.3534698486,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9938049316,      351.6677856445,1,0,1,0,1,0,2,0,        0.9421290755,0,0,        1.5335108042,0,0,1,0,0,        2.3058681488,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8363294601,1,0,0,0,0,0,        1.2099785805,0,0,'WGD   ','0x7B04',
2912,694,694,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55147.0003309413,1,        0.0000000000,21792,       -0.0000119421,0,      132.3437805176,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9848022461,      351.6669921875,1,0,1,0,1,0,2,0,        0.9421223402,0,0,        1.5335316658,0,0,1,0,0,        2.3058755398,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8365058899,1,0,0,0,0,0,        1.2100102901,0,0,'WGD   ','0x1199',
2917,695,695,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55148.0003309413,1,        0.0000000000,21792,       -0.0061262846,0,      132.3306274414,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9828796387,      351.6650390625,1,0,1,0,1,0,2,0,        0.9421160817,0,0,        1.5335527658,0,0,1,0,0,        2.3058826923,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8366823196,1,0,0,0,0,0,        1.2100419998,0,0,'WGD   ','0xC52E',
2921,696,696,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55149.0003309415,1,        0.0000000000,21792,       -3.1427001955,0,      132.3324890137,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9896850586,      351.6640625000,1,0,1,0,1,0,2,0,        0.9421141744,0,0,        1.5335768461,0,0,1,0,0,        2.3058898449,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8368597031,1,0,0,0,0,0,        1.2100739479,0,0,'WGD   ','0xFABE',
2925,697,697,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55150.0003309415,1,        0.0000000000,21792,     -806.0937500559,0,      132.3271026611,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9924011230,      351.6636657715,1,0,1,0,1,0,2,0,        0.9421122670,0,0,        1.5336006880,0,0,1,0,0,        2.3058969975,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8370361328,1,0,0,0,0,0,        1.2101056576,0,0,'WGD   ','0x8851',
2929,698,698,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55151.0003309415,1,        0.0000000000,21792,  -413512.0000286102,0,      132.3065032959,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9968566895,      351.6639709473,1,0,1,0,1,0,2,0,        0.9421102405,0,0,        1.5336245298,0,0,1,0,0,        2.3059039116,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8372125626,1,0,0,0,0,0,        1.2101373672,0,0,'WGD   ','0xA8E8',
2933,699,699,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55152.0003309413,1,        0.0000000000,21792,-212127744.0146484400,0,      132.3051300049,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9916687012,      351.6642456055,1,0,1,0,1,0,2,0,        0.9421082735,0,0,        1.5336482525,0,0,1,0,0,        2.3059108257,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8373899460,1,0,0,0,0,0,        1.2101690769,0,0,'WGD   ','0x1F78',
2937,700,700,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55153.0003309413,1,        0.0000000000,21792,-108819120135.5000000000,0,      132.3123321533,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9784851074,      351.6632690430,1,0,1,0,1,0,2,0,        0.9421089888,0,0,        1.5336751938,0,0,1,0,0,        2.3059177399,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,32,38,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8375663757,1,0,0,0,0,0,        1.2102024555,0,0,'WGD   ','0x37E9',
2942,701,701,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    55154.0003309413,1,        0.0000000000,21792,-27910844974976.0000000000,0,      132.3059844971,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9829406738,      351.6638183594,1,0,1,0,1,0,2,0,        0.9421094656,0,0,        1.5337017775,0,0,1,0,0,        2.3059244156,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,26,-1,        5.0000000000,0,0,0,0,       12.8377437592,1,0,0,0,0,0,        1.2102358341,0,0,'WGD   ','0x609B',
