TOTAL MSG COUNT,MSG 5040 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size (16 bit words),Flag ,Checksum ,GPS Time Tag (sec),Position Format  ,Latitude (degrees),Spare ,Longitude (degrees),Spare ,Elevation ,Elevation Reference ,Elevation Units ,Datum Number ,Time Zone Index ,Hours (hr),Minutes (min),Seconds (sec),Day of Week ,Day of Month (days),Month ,Year (yr (last 2 digits- 00-99)),Velocity Valid ,Ground Speed Units ,Spare ,Ground Speed ,Track ,Track Units ,Spare ,Track North Reference ,Spare ,FOM ,Spare ,TFOM ,Spare ,EHE ,EHE Units ,Spare ,EPE ,EPE Units ,Spare ,Nav Converged ,Elevation Status ,Spare ,Current DOP ,DOP Type  ,Spare ,Software Version ,Hardware Version , Operating Mode , Spare ,Average Count , PRN Code Tracked #1  (0=sv id 32), Reserved #1  (set to 1), Encryption Type #1  , Tracking State #1  , Code Type #1  , Reserved2 #1  (set to 0), Reserved3 #1  (set to 0), Chan #1 Status A/B Valid , J/S #1  (db), C/No #1  (db-hz), PRN Code Tracked #2  (0=sv id 32), Reserved #2  (set to 1), Encryption Type #2  , Tracking State #2  , Code Type #2  , Reserved2 #2  (set to 0), Reserved3 #2  (set to 0), Chan #2 Status A/B Valid , J/S #2  (db), C/No #2  (db-hz), PRN Code Tracked #3  (0=sv id 32), Reserved #3  (set to 1), Encryption Type #3  , Tracking State #3  , Code Type #3  , Reserved2 #3  (set to 0), Reserved3 #3  (set to 0), Chan #3 Status A/B Valid , J/S #3  (db), C/No #3  (db-hz), PRN Code Tracked #4  (0=sv id 32), Reserved #4  (set to 1), Encryption Type #4  , Tracking State #4  , Code Type #4  , Reserved2 #4  (set to 0), Reserved3 #4  (set to 0), Chan #4 Status A/B Valid , J/S #4  (db), C/No #4  (db-hz), PRN Code Tracked #5  (0=sv id 32), Reserved #5  (set to 1), Encryption Type #5  , Tracking State #5  , Code Type #5  , Reserved2 #5  (set to 0), Reserved3 #5  (set to 0), Chan #5 Status A/B Valid , J/S #5  (db), C/No #5  (db-hz),Antenna Source ,Spare ,Prime Power Source  ,Spare ,Prime Power Battery Type , Spare ,Reserved *#1 ,Reserved *#2  ,Reserved *#3  ,Reserved *#4  ,Position Alert ,Corridor Alert ,Buffer Zone Alert ,Number of Visible SVs ,Number of Healthy SVs ,Almanac Age (days),Mask Angle (deg),Days with Keys (days- note 13),(FOUO) Mission Duration  (days),(FOUO) Crypto Message  , Spare ,North Ref Correction ,North Ref Correction Units ,Spare ,Lock Out Status , Spare , LADGPS Status  , Spare ,EVE ,EVE Units , Spare ,Datum Code (6 ascii characters),Checksum ,
792,185,185,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54638.0003309282,1,        0.0000000000,21792,21659017309895513000000000000000000000.0000000000,0,      139.7947082520,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0301818848,      351.7542419434,1,0,1,0,1,0,2,0,        0.7766003013,0,0,        1.1690869331,0,0,1,0,0,        1.6437094212,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7466230392,1,0,0,0,0,0,        0.8738743067,0,0,'WGD   ','0x3E67',
796,186,186,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54639.0003309285,1,        0.0000000000,21792,        0.0000000000,0,      139.7492065430,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0497436523,      351.7541503906,1,0,1,0,1,0,2,0,        0.7766176462,0,0,        1.1691015959,0,0,1,0,0,        1.6436321735,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7467994690,1,0,0,0,0,0,        0.8738785386,0,0,'WGD   ','0x4C04',
800,187,187,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54640.0003309285,1,        0.0000000000,21792,        0.0000000000,0,      139.6860809326,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0017395020,      351.7581787109,1,0,1,0,1,0,2,0,        0.7766384482,0,0,        1.1691206694,0,0,1,0,0,        1.6435548067,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7469758987,1,0,0,0,0,0,        0.8738855124,0,0,'WGD   ','0x74AD',
804,188,188,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54641.0003309287,1,        0.0000000000,21792,        0.0000000000,0,      139.5855407715,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9597473145,      351.7600097656,1,0,1,0,1,0,2,0,        0.7766591907,0,0,        1.1691403389,0,0,1,0,0,        1.6434774399,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7471523285,1,0,0,0,0,0,        0.8738934398,0,0,'WGD   ','0x9A5F',
808,189,189,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54642.0003309287,1,        0.0000000000,21792,        0.0000000000,0,      139.4667968750,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9827270508,      351.7555847168,1,0,1,0,1,0,2,0,        0.7766835093,0,0,        1.1691634655,0,0,1,0,0,        1.6434000731,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7473297119,1,0,0,0,0,0,        0.8739026785,0,0,'WGD   ','0x7D0E',
812,190,190,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54643.0003309289,1,        0.0000000000,21792,        0.0000000000,0,      139.3664703369,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0247192383,      351.7558288574,1,0,1,0,1,0,2,0,        0.7767042518,0,0,        1.1691845655,0,0,1,0,0,        1.6433227062,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7475061417,1,0,0,0,0,0,        0.8739124537,0,0,'WGD   ','0xDDB5',
817,191,191,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54644.0003309292,1,        0.0000000000,21792,        0.0000000000,0,      139.2953338623,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0139465332,      351.7547302246,1,0,1,0,1,0,2,0,        0.7767178416,0,0,        1.1691983938,0,0,1,0,0,        1.6432453394,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7476825714,1,0,0,0,0,0,        0.8739190102,0,0,'WGD   ','0xA25C',
821,192,192,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54645.0003309294,1,        0.0000000000,21792,        0.0000000000,0,      139.2110900879,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9981994629,      351.7566528320,1,0,1,0,1,0,2,0,        0.7767428756,0,0,        1.1692241430,0,0,1,0,0,        1.6431678534,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7478590012,1,0,0,0,0,0,        0.8739309907,0,0,'WGD   ','0x7F05',
825,193,193,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54646.0003309296,1,        0.0000000000,21792,        0.0000000000,0,      139.1327362061,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9830017090,      351.7572631836,1,0,1,0,1,0,2,0,        0.7767641544,0,0,        1.1692476273,0,0,1,0,0,        1.6430903673,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7480354309,1,0,0,0,0,0,        0.8739435673,0,0,'WGD   ','0x40B0',
829,194,194,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54647.0003309299,1,        0.0000000000,21792,        0.0000000000,0,      139.0362243652,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9954528809,      351.7569274902,1,0,1,0,1,0,2,0,        0.7767856717,0,0,        1.1692719460,0,0,1,0,0,        1.6430128813,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7482118607,1,0,0,0,0,0,        0.8739569187,0,0,'WGD   ','0x1F58',
833,195,195,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54648.0003309301,1,        0.0000000000,21792,        0.0000000000,0,      138.9468688965,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0047607422,      351.7540283203,1,0,1,0,1,0,2,0,        0.7768042088,0,0,        1.1692935228,0,0,1,0,0,        1.6429353952,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7483882904,1,0,0,0,0,0,        0.8739694953,0,0,'WGD   ','0x4000',
837,196,196,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54649.0003309306,1,        0.0000000000,21792,        0.0000000000,0,      138.8662872314,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0009155273,      351.7563781738,1,0,1,0,1,0,2,0,        0.7768295407,0,0,        1.1693217754,0,0,1,0,0,        1.6428577900,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7485647202,1,0,0,0,0,0,        0.8739847541,0,0,'WGD   ','0x49A6',
842,197,197,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54650.0003309306,1,        0.0000000000,21792,        0.0000000157,0,      138.7837677002,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9884033203,      351.7568359375,1,0,1,0,1,0,2,0,        0.7768563628,0,0,        1.1693533659,0,0,1,0,0,        1.6427801847,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,39,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7487411499,1,0,0,0,0,0,        0.8740031719,0,0,'WGD   ','0xCB4F',
846,198,198,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54651.0003309306,1,        0.0000000000,21792,        0.0000040357,0,      138.7027130127,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0014343262,      351.7537841797,1,0,1,0,1,0,2,0,        0.7768810987,0,0,        1.1693822145,0,0,1,0,0,        1.6427026987,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7489185333,1,0,0,0,0,0,        0.8740198016,0,0,'WGD   ','0x64F4',
850,199,199,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54652.0003309310,1,        0.0000000000,21792,        0.0020721555,0,      138.6161651611,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0174865723,      351.7531433105,1,0,1,0,1,0,2,0,        0.7769057751,0,0,        1.1694115400,0,0,1,0,0,        1.6426249743,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7490949631,1,0,0,0,0,0,        0.8740371466,0,0,'WGD   ','0xAF9A',
854,200,200,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54653.0003309310,1,        0.0000000000,21792,        1.0639953614,0,      138.5359191895,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0031127930,      351.7557373047,1,0,1,0,1,0,2,0,        0.7769269943,0,0,        1.1694389582,0,0,1,0,0,        1.6425473690,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7492713928,1,0,0,0,0,0,        0.8740548491,0,0,'WGD   ','0x1741',
858,201,201,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54654.0003309313,1,        0.0000000000,21792,      546.3125000400,0,      138.4646148682,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9897460938,      351.7562561035,1,0,1,0,1,0,2,0,        0.7769517899,0,0,        1.1694694757,0,0,1,0,0,        1.6424697638,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7494478226,1,0,0,0,0,0,        0.8740735650,0,0,'WGD   ','0xF5E8',
862,202,202,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54655.0003309313,1,        0.0000000000,21792,   140256.0000102520,0,      138.3991851807,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9904785156,      351.7525634766,1,0,1,0,1,0,2,0,        0.7769764066,0,0,        1.1695002317,0,0,1,0,0,        1.6423920393,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7496242523,1,0,0,0,0,0,        0.8740929365,0,0,'WGD   ','0x8B',
867,203,203,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54656.0003309315,1,        0.0000000000,21792, 72015872.0052490230,0,      138.3212127686,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9963684082,      351.7527465820,1,0,1,0,1,0,2,0,        0.7769975662,0,0,        1.1695289612,0,0,1,0,0,        1.6423143148,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7498006821,1,0,0,0,0,0,        0.8741125464,0,0,'WGD   ','0x652E',
871,204,204,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54657.0003309317,1,        0.0000000000,21792,36975935490.6875000000,0,      138.2418365479,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0074768066,      351.7553405762,1,0,1,0,1,0,2,0,        0.7770189643,0,0,        1.1695582867,0,0,1,0,0,        1.6422365904,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7499771118,1,0,0,0,0,0,        0.8741328120,0,0,'WGD   ','0x12D5',
875,205,205,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54658.0003309320,1,        0.0000000000,21792,18985366062432.0000000000,0,      138.1656188965,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0088195801,      351.7551574707,1,0,1,0,1,0,2,0,        0.7770404816,0,0,        1.1695880890,0,0,1,0,0,        1.6421587467,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7501535416,1,0,0,0,0,0,        0.8741536140,0,0,'WGD   ','0x8677',
879,206,206,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54659.0003309317,1,        0.0000000000,21792,9747720336752640.0000000000,0,      138.0941314697,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9947204590,      351.7527465820,1,0,1,0,1,0,2,0,        0.7770621181,0,0,        1.1696184874,0,0,1,0,0,        1.6420810223,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7503299713,1,0,0,0,0,0,        0.8741750121,0,0,'WGD   ','0xEE1E',
883,207,207,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54660.0003309320,1,        0.0000000000,21792,2502453280626442200.0000000000,0,      138.0229034424,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9924926758,      351.7524414063,1,0,1,0,1,0,2,0,        0.7770872116,0,0,        1.1696518660,0,0,1,0,0,        1.6420031786,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7505064011,1,0,0,0,0,0,        0.8741972446,0,0,'WGD   ','0x20C1',
887,208,208,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54661.0003309320,1,        0.0000000000,21792,1284822930585615900000.0000000000,0,      137.9556121826,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0001831055,      351.7534790039,1,0,1,0,1,0,2,0,        0.7771121264,0,0,        1.1696853638,0,0,1,0,0,        1.6419253349,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7506837845,1,0,0,0,0,0,        0.8742200136,0,0,'WGD   ','0xD365',
892,209,209,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54662.0003309322,1,        0.0000000000,21792,659674014867206280000000.0000000000,0,      137.8849945068,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9994506836,      351.7545166016,1,0,1,0,1,0,2,0,        0.7771336436,0,0,        1.1697168350,0,0,1,0,0,        1.6418474913,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,32,38,17,5,0,5,0,0,0,0,0,40,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7508602142,1,0,0,0,0,0,        0.8742430210,0,0,'WGD   ','0xBFE7',
896,210,210,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54663.0003309324,1,        0.0000000000,21792,338697568908583540000000000.0000000000,0,      137.8122558594,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9952087402,      351.7540893555,1,0,1,0,1,0,2,0,        0.7771586776,0,0,        1.1697512865,0,0,1,0,0,        1.6417696476,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,32,38,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7510366440,1,0,0,0,0,0,        0.8742668033,0,0,'WGD   ','0x738C',
900,211,211,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54664.0003309324,1,        0.0000000000,21792,173891889905762170000000000000.0000000000,0,      137.7370147705,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9988098145,      351.7515563965,1,0,1,0,1,0,2,0,        0.7771801949,0,0,        1.1697834730,0,0,1,0,0,        1.6416916847,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,38,23,2,0,5,0,0,0,0,0,40,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,32,38,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7512130737,1,0,0,0,0,0,        0.8742907643,0,0,'WGD   ','0x5F31',
904,212,212,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54665.0003309327,1,        0.0000000000,21792,44640117819803653000000000000000.0000000000,0,      137.6748046875,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0034790039,      351.7505187988,1,0,1,0,1,0,2,0,        0.7772019506,0,0,        1.1698162556,0,0,1,0,0,        1.6416137218,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,40,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,40,17,5,0,5,0,0,0,0,0,42,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7513895035,1,0,0,0,0,0,        0.8743152618,0,0,'WGD   ','0x85F1',
908,213,213,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54666.0003309327,1,        0.0000000000,21792,22918489028450768000000000000000000.0000000000,0,      137.6182861328,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0074462891,      351.7523803711,1,0,1,0,1,0,2,0,        0.7772271633,0,0,        1.1698518991,0,0,1,0,0,        1.6415358782,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,39,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7515659332,1,0,0,0,0,0,        0.8743404746,0,0,'WGD   ','0x9D91',
912,214,214,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54667.0003309327,1,        0.0000000000,21792,11766718237932636000000000000000000000.0000000000,0,      137.5476684570,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9785766602,      351.7527770996,1,0,1,0,1,0,2,0,        0.7772488594,0,0,        1.1698852777,0,0,1,0,0,        1.6414577961,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7517423630,1,0,0,0,0,0,        0.8743658662,0,0,'WGD   ','0xFC36',
917,215,215,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54668.0003309327,1,        0.0000000000,21792,        0.0000000000,0,      137.4793090820,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      359.9943237305,      351.7521667480,1,0,1,0,1,0,2,0,        0.7772707939,0,0,        1.1699191332,0,0,1,0,0,        1.6413798332,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,42,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7519187927,1,0,0,0,0,0,        0.8743916750,0,0,'WGD   ','0x21D7',
921,216,216,'0x81FF','0x13B0','0x58','0x8000','0xE9F9',    54669.0003309329,1,        0.0000000000,21792,        0.0000000000,0,      137.4217834473,0,0,47,0,0,0,0,0,0,0,0,1,0,0,      360.0070800781,      351.7519531250,1,0,1,0,1,0,2,0,        0.7772928476,0,0,        1.1699533463,0,0,1,0,0,        1.6413018703,0,0,98,2,0,0,0,30,1,0,5,0,0,0,0,0,39,23,2,0,5,0,0,0,0,0,41,22,3,0,5,0,0,0,0,0,40,21,4,0,5,0,0,0,0,0,39,17,5,0,5,0,0,0,0,0,41,1,0,0,0,4,0,0,0,0,0,0,0,0,9,14,-1,        5.0000000000,0,0,0,0,       12.7520952225,1,0,0,0,0,0,        0.8744179010,0,0,'WGD   ','0xCB76',
