TOTAL MSG COUNT,MSG 8504 COUNT,THIS CSV MSG COUNT,Synch ,Message ID ,Data Size  (16 bit words),Flags ,Invalid Flag ,More Flags ,Checksum ,GPS Time Tag (sec),UTC Time Tag (sec),Latitude (deg),Longitude (deg),ECEF Position X (m),ECEF Position Y (m),ECEF Position Z (m),Alt- MSL (m),Alt- Abs (m),Velocity- East (m/sec),Velocity- North (m/sec),Velocity- Up (m/sec),Attitude- Pitch  (rad),Attitude- Roll  (rad),Attitude- True Heading (rad),MagVar (rad),Est Horiz Pos Error (m),Est Vert Pos Error (m),Est Horiz Vel Error (m/sec),Est Vert Vel Error (m/sec),FOM ,RCVR Failure ,Nav Data Not Valid ,PVT Solution Assurance ,RCVR Operation ,Spare ,Spare ,Spare ,UTC Data Available ,MagVar Type ,Spare ,Year (Ones digit) ,Year (Tens digit) ,Year (Hundreds digit) ,Time FOM ,Year (Thousands digit) ,DOY (Ones digit) ,DOY (Tens digit) ,DOY (Hundreds digit) ,Reserved ,Current HDOP ,Current VDOP ,Current TDOP ,Spare ,WAGE Corrections ,LADGPS Status ,Spare ,Solution Type ,Time Mark Counter ,Spare ,BFEA Mitigator Mode ,BFEA Mitigator Status ,Spare ,ETE (sec),EPE ,EPE Units ,Spare ,Spare *#1 ,Spare *#2  ,Spare *#3  ,Spare *#4  ,Spare *#5  ,Spare *#6  ,PRN Code Tracked #1  ,Hardware Channel No. #1  ,Used in PVT Solution #1  ,Code Type #1  ,Service Type #1  ,Mode #1  ,Frequency #1  ,Measurement Assurance Level #1  ,Spare #1  ,C/No #1  (db-hz),J/S #1  (db),CRC Error Count #1  ,Antenna #1  ,Beam No. #1  ,Demodulating data #1  ,Tracking State #1  ,Spare #1  ,PRN Code Tracked #2  ,Hardware Channel No. #2  ,Used in PVT Solution #2  ,Code Type #2  ,Service Type #2  ,Mode #2  ,Frequency #2  ,Measurement Assurance Level #2  ,Spare #2  ,C/No #2  (db-hz),J/S #2  (db),CRC Error Count #2  ,Antenna #2  ,Beam No. #2  ,Demodulating data #2  ,Tracking State #2  ,Spare #2  ,PRN Code Tracked #3  ,Hardware Channel No. #3  ,Used in PVT Solution #3  ,Code Type #3  ,Service Type #3  ,Mode #3  ,Frequency #3  ,Measurement Assurance Level #3  ,Spare #3  ,C/No #3  (db-hz),J/S #3  (db),CRC Error Count #3  ,Antenna #3  ,Beam No. #3  ,Demodulating data #3  ,Tracking State #3  ,Spare #3  ,PRN Code Tracked #4  ,Hardware Channel No. #4  ,Used in PVT Solution #4  ,Code Type #4  ,Service Type #4  ,Mode #4  ,Frequency #4  ,Measurement Assurance Level #4  ,Spare #4  ,C/No #4  (db-hz),J/S #4  (db),CRC Error Count #4  ,Antenna #4  ,Beam No. #4  ,Demodulating data #4  ,Tracking State #4  ,Spare #4  ,PRN Code Tracked #5  ,Hardware Channel No. #5  ,Used in PVT Solution #5  ,Code Type #5  ,Service Type #5  ,Mode #5  ,Frequency #5  ,Measurement Assurance Level #5  ,Spare #5  ,C/No #5  (db-hz),J/S #5  (db),CRC Error Count #5  ,Antenna #5  ,Beam No. #5  ,Demodulating data #5  ,Tracking State #5  ,Spare #5  ,PRN Code Tracked #6  ,Hardware Channel No. #6  ,Used in PVT Solution #6  ,Code Type #6  ,Service Type #6  ,Mode #6  ,Frequency #6  ,Measurement Assurance Level #6  ,Spare #6  ,C/No #6  (db-hz),J/S #6  (db),CRC Error Count #6  ,Antenna #6  ,Beam No. #6  ,Demodulating data #6  ,Tracking State #6  ,Spare #6  ,PRN Code Tracked #7  ,Hardware Channel No. #7  ,Used in PVT Solution #7  ,Code Type #7  ,Service Type #7  ,Mode #7  ,Frequency #7  ,Measurement Assurance Level #7  ,Spare #7  ,C/No #7  (db-hz),J/S #7  (db),CRC Error Count #7  ,Antenna #7  ,Beam No. #7  ,Demodulating data #7  ,Tracking State #7  ,Spare #7  ,PRN Code Tracked #8  ,Hardware Channel No. #8  ,Used in PVT Solution #8  ,Code Type #8  ,Service Type #8  ,Mode #8  ,Frequency #8  ,Measurement Assurance Level #8  ,Spare #8  ,C/No #8  (db-hz),J/S #8  (db),CRC Error Count #8  ,Antenna #8  ,Beam No. #8  ,Demodulating data #8  ,Tracking State #8  ,Spare #8  ,PRN Code Tracked #9  ,Hardware Channel No. #9  ,Used in PVT Solution #9  ,Code Type #9  ,Service Type #9  ,Mode #9  ,Frequency #9  ,Measurement Assurance Level #9  ,Spare #9  ,C/No #9  (db-hz),J/S #9  (db),CRC Error Count #9  ,Antenna #9  ,Beam No. #9  ,Demodulating data #9  ,Tracking State #9  ,Spare #9  ,PRN Code Tracked #10  ,Hardware Channel No. #10  ,Used in PVT Solution #10  ,Code Type #10  ,Service Type #10  ,Mode #10  ,Frequency #10  ,Measurement Assurance Level #10  ,Spare #10  ,C/No #10  (db-hz),J/S #10  (db),CRC Error Count #10  ,Antenna #10  ,Beam No. #10  ,Demodulating data #10  ,Tracking State #10  ,Spare #10  ,PRN Code Tracked #11  ,Hardware Channel No. #11  ,Used in PVT Solution #11  ,Code Type #11  ,Service Type #11  ,Mode #11  ,Frequency #11  ,Measurement Assurance Level #11  ,Spare #11  ,C/No #11  (db-hz),J/S #11  (db),CRC Error Count #11  ,Antenna #11  ,Beam No. #11  ,Demodulating data #11  ,Tracking State #11  ,Spare #11  ,PRN Code Tracked #12  ,Hardware Channel No. #12  ,Used in PVT Solution #12  ,Code Type #12  ,Service Type #12  ,Mode #12  ,Frequency #12  ,Measurement Assurance Level #12  ,Spare #12  ,C/No #12  (db-hz),J/S #12  (db),CRC Error Count #12  ,Antenna #12  ,Beam No. #12  ,Demodulating data #12  ,Tracking State #12  ,Spare #12  ,PRN Code Tracked #13  ,Hardware Channel No. #13  ,Used in PVT Solution #13  ,Code Type #13  ,Service Type #13  ,Mode #13  ,Frequency #13  ,Measurement Assurance Level #13  ,Spare #13  ,C/No #13  (db-hz),J/S #13  (db),CRC Error Count #13  ,Antenna #13  ,Beam No. #13  ,Demodulating data #13  ,Tracking State #13  ,Spare #13  ,PRN Code Tracked #14  ,Hardware Channel No. #14  ,Used in PVT Solution #14  ,Code Type #14  ,Service Type #14  ,Mode #14  ,Frequency #14  ,Measurement Assurance Level #14  ,Spare #14  ,C/No #14  (db-hz),J/S #14  (db),CRC Error Count #14  ,Antenna #14  ,Beam No. #14  ,Demodulating data #14  ,Tracking State #14  ,Spare #14  ,PRN Code Tracked #15  ,Hardware Channel No. #15  ,Used in PVT Solution #15  ,Code Type #15  ,Service Type #15  ,Mode #15  ,Frequency #15  ,Measurement Assurance Level #15  ,Spare #15  ,C/No #15  (db-hz),J/S #15  (db),CRC Error Count #15  ,Antenna #15  ,Beam No. #15  ,Demodulating data #15  ,Tracking State #15  ,Spare #15  ,PRN Code Tracked #16  ,Hardware Channel No. #16  ,Used in PVT Solution #16  ,Code Type #16  ,Service Type #16  ,Mode #16  ,Frequency #16  ,Measurement Assurance Level #16  ,Spare #16  ,C/No #16  (db-hz),J/S #16  (db),CRC Error Count #16  ,Antenna #16  ,Beam No. #16  ,Demodulating data #16  ,Tracking State #16  ,Spare #16  ,PRN Code Tracked #17  ,Hardware Channel No. #17  ,Used in PVT Solution #17  ,Code Type #17  ,Service Type #17  ,Mode #17  ,Frequency #17  ,Measurement Assurance Level #17  ,Spare #17  ,C/No #17  (db-hz),J/S #17  (db),CRC Error Count #17  ,Antenna #17  ,Beam No. #17  ,Demodulating data #17  ,Tracking State #17  ,Spare #17  ,PRN Code Tracked #18  ,Hardware Channel No. #18  ,Used in PVT Solution #18  ,Code Type #18  ,Service Type #18  ,Mode #18  ,Frequency #18  ,Measurement Assurance Level #18  ,Spare #18  ,C/No #18  (db-hz),J/S #18  (db),CRC Error Count #18  ,Antenna #18  ,Beam No. #18  ,Demodulating data #18  ,Tracking State #18  ,Spare #18  ,PRN Code Tracked #19  ,Hardware Channel No. #19  ,Used in PVT Solution #19  ,Code Type #19  ,Service Type #19  ,Mode #19  ,Frequency #19  ,Measurement Assurance Level #19  ,Spare #19  ,C/No #19  (db-hz),J/S #19  (db),CRC Error Count #19  ,Antenna #19  ,Beam No. #19  ,Demodulating data #19  ,Tracking State #19  ,Spare #19  ,PRN Code Tracked #20  ,Hardware Channel No. #20  ,Used in PVT Solution #20  ,Code Type #20  ,Service Type #20  ,Mode #20  ,Frequency #20  ,Measurement Assurance Level #20  ,Spare #20  ,C/No #20  (db-hz),J/S #20  (db),CRC Error Count #20  ,Antenna #20  ,Beam No. #20  ,Demodulating data #20  ,Tracking State #20  ,Spare #20  ,PRN Code Tracked #21  ,Hardware Channel No. #21  ,Used in PVT Solution #21  ,Code Type #21  ,Service Type #21  ,Mode #21  ,Frequency #21  ,Measurement Assurance Level #21  ,Spare #21  ,C/No #21  (db-hz),J/S #21  (db),CRC Error Count #21  ,Antenna #21  ,Beam No. #21  ,Demodulating data #21  ,Tracking State #21  ,Spare #21  ,PRN Code Tracked #22  ,Hardware Channel No. #22  ,Used in PVT Solution #22  ,Code Type #22  ,Service Type #22  ,Mode #22  ,Frequency #22  ,Measurement Assurance Level #22  ,Spare #22  ,C/No #22  (db-hz),J/S #22  (db),CRC Error Count #22  ,Antenna #22  ,Beam No. #22  ,Demodulating data #22  ,Tracking State #22  ,Spare #22  ,PRN Code Tracked #23  ,Hardware Channel No. #23  ,Used in PVT Solution #23  ,Code Type #23  ,Service Type #23  ,Mode #23  ,Frequency #23  ,Measurement Assurance Level #23  ,Spare #23  ,C/No #23  (db-hz),J/S #23  (db),CRC Error Count #23  ,Antenna #23  ,Beam No. #23  ,Demodulating data #23  ,Tracking State #23  ,Spare #23  ,PRN Code Tracked #24  ,Hardware Channel No. #24  ,Used in PVT Solution #24  ,Code Type #24  ,Service Type #24  ,Mode #24  ,Frequency #24  ,Measurement Assurance Level #24  ,Spare #24  ,C/No #24  (db-hz),J/S #24  (db),CRC Error Count #24  ,Antenna #24  ,Beam No. #24  ,Demodulating data #24  ,Tracking State #24  ,Spare #24  ,Checksum ,
25,1,1,'0x81FF','0x2138','0x0',0,0,'0x88','0xD4C9','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
27,2,2,'0x81FF','0x2138','0x0',0,0,'0x92','0xCAC9','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA','NO_DATA',
32,3,3,'0x81FF','0x2138','0xC0',0,0,'0x80','0xDC09',    54457.0003307753,0,       34.1802659819,     -117.9830402667, -2478445.2900126604, -4664608.0697081722,  3563083.3362622373,      171.0615844727,      137.2346954346,        7.8601975441,       99.6910018921,       -0.0039010618,0,0,0,        0.2219127864,1,1,        0.1250000000,        0.0937500000,1,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,        1.3000000000,        0.8000000000,        0.7000000000,0,0,0,0,0,4,0,2,0,0,        0.0000000041,        1.4803041220,0,0,0,0,0,0,0,0,30,9,1,3,0,0,1,1,0,41,        0.0000000000,2,0,0,1,5,0,23,11,1,3,0,0,1,1,0,43,        0.0000000000,2,0,0,1,5,0,22,12,1,3,0,0,1,1,0,42,        0.0000000000,2,0,0,1,5,0,21,14,1,3,0,0,1,1,0,41,        0.0000000000,2,0,0,1,5,0,17,17,1,3,0,0,1,1,0,42,        0.0000000000,2,0,0,1,5,0,10,20,1,3,0,0,1,1,0,41,        0.0000000000,2,0,0,1,5,0,6,21,1,3,0,0,1,1,0,42,        0.0000000000,2,0,0,1,5,0,28,22,0,3,0,0,1,1,0,42,        0.0000000000,2,0,0,1,5,0,26,23,0,3,0,0,1,1,0,42,        0.0000000000,2,0,0,1,5,0,16,24,0,2,0,0,1,1,0,0,        0.0000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,        0.0000000000,0,0,0,0,0,0,'0x0',
